"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"FLA",10.1290322580645,0.395806451612903,53.2612903225806,49.8096774193548,49.9229032258065,2.79559099874393,0.216852856311192,9.92849325323686,1.14193836340078,0.29845372112928,1.51,0,35.4,47.11,49.35,14.8,0.75,81.82,52.14,50.71
"L.A",12.0618518518519,0.485925925925926,56.2044444444444,54.5585185185185,49.5040740740741,3.85646314350442,0.287592918218941,4.91260884266452,1.24672094127479,0.351942513435835,6.05,0.08,43.18,50.08,48.57,22.55,1.06,66.3,57.2,50.05
"MIN",10.3183870967742,0.455806451612903,52.9974193548387,48.6761290322581,49.6867741935484,2.88110985186171,0.248257583886151,9.37509643247895,1.5167524021614,0.479988799152468,4.78,0.1,35.6,44.94,48.58,16.78,1.01,75,50.87,50.32
"MTL",10.3276315789474,0.41,50.2142105263158,51.4410526315789,49.7573684210526,3.63476564113876,0.279835859224846,10.7301131279341,1.34165043474332,0.566734048932179,3.86,0.08,18.87,47.46,47.3,21.19,1.08,75,54.34,51.08
"N.J",9.31777777777778,0.429166666666667,46.0522222222222,47.3991666666667,50.0416666666667,2.65661880819652,0.299479310041374,9.32988688068345,1.01379168048893,0.406170266900823,3.84,0.06,25.13,45.54,48.42,15.56,1.52,67.86,49.92,51.14
"NSH",9.32054054054054,0.371621621621622,48.5354054054054,50.092972972973,49.4024324324324,4.4076668972913,0.282936128574724,11.352661850028,1.7123519641853,0.780232890464997,0,0,16.13,46.43,46.97,18.89,0.92,76.71,54.21,50.58
"NYI",10.082962962963,0.444074074074074,49.1855555555556,47.3640740740741,50.0062962962963,3.784648967377,0.294569558969058,8.34626094696732,0.913813898152048,1.17210575838186,0,0,33.33,44.1,44.99,15.71,0.95,66.67,49.39,52.23
"NYR",10.8766666666667,0.455666666666667,50.3116666666667,47.9323333333333,49.9026666666667,3.08427975533923,0.269938477452169,7.78135440889191,0.767848239914783,0.510712371532922,5.15,0.09,37.78,45.65,48.45,17.85,1.02,70.37,49.64,50.5
"OTT",10.9677777777778,0.458611111111111,52.1347222222222,48.3652777777778,49.7363888888889,4.14706650958489,0.282551161261388,6.3271828468741,0.933385500242795,1.01577599549107,2.54,0.05,38.98,46.82,45.71,23.58,1.38,66.67,50.57,51.5
"PHI",11.848,0.534333333333333,53.0023333333333,50.9833333333333,49.7003333333333,3.4893250014175,0.352837594108241,6.41186759781844,0.821404740141202,0.636138584626475,6.27,0.12,44.05,49.1,48.09,24.3,1.8,67.67,52.58,51
"PIT",11.2071428571429,0.484571428571429,51.7522857142857,48.9248571428571,49.6462857142857,3.31148498005189,0.307966221000471,10.9032920246497,1.26973682180153,0.594341383947196,5.06,0.09,23.68,43.63,47.86,17.64,1.04,73.08,51.51,50.21
"S.J",11.7006666666667,0.520666666666667,54.2296666666667,50.7846666666667,49.8033333333333,3.66183949754043,0.287413355259649,6.33460255582226,1.24530769867042,0.454831028369675,5.12,0.04,43,47.94,48.61,22.67,1.17,72.73,53.96,50.69
"STL",10.4287096774194,0.483870967741935,50.5716129032258,49.3006451612903,49.691935483871,3.23913542161638,0.403531720515706,14.2532204774393,1.26642261372701,0.555958148034176,3.62,0.07,20.95,44.61,48.32,18.71,2.17,83.33,51.52,50.9
"T.B",10.7057575757576,0.436060606060606,48.5981818181818,50.7924242424242,49.959696969697,2.42420996190387,0.211526289647697,9.87477767298632,0.847842962696477,0.325811341581336,5.44,0.13,23.76,49.08,49.24,14.79,0.86,64.75,52.55,50.76
"TOR",11.6213333333333,0.543333333333333,47.1786666666667,49.4823333333333,49.8313333333333,2.98629367026377,0.307148546936263,11.3489375876254,1.29456605253182,0.489551049314632,7.67,0.13,23.68,45.79,48.33,18.1,1.27,73.08,52.1,50.76
"VAN",10.1625,0.412777777777778,52.0836111111111,47.7788888888889,49.8641666666667,2.78669222761118,0.239315823739392,13.7096260557063,1.38732379118478,0.781936698205168,3.97,0.06,0,43.76,47.13,15.49,0.84,100,51.3,52.92
"WPG",9.79966666666667,0.433333333333333,49.5096666666667,48.6866666666667,49.907,2.41150043910759,0.24818421041406,10.9646766649918,1.30042256615867,0.546021030288432,5.42,0.07,30.43,46.2,49.13,14.64,0.85,100,51.55,52.14
"WSH",9.87620689655172,0.416551724137931,51.28,51.93,49.5710344827586,4.1973115662572,0.244471381060515,15.0380562478761,1.26713963600815,0.427311736554291,0,0,0,49.46,48.32,19.54,0.86,90.91,54.58,50.17
