"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Alan Quine","15-16","NYI","C","2","27.18","--","--","--","--","--","--","0.36","0.79","19","17","2","52.78","9.67","--","1","-1","--","-50","0.97","1","-0.03","49.24","2.32","--","--","--","10","22.08","0.39","0.86","--","92.31","50","26.11","27.35","47.32","26.99","49.65"
"Alec Martinez","15-16","L.A","D","78","1244.37","5","8","13","10","0.63","0.48","28.2","1.36","1275","1138","137","52.84","-5.11","44","34","10","56.41","3.68","49.01","41.91","7.1","53.9","-0.85","14","6","-8","200","9.64","3.72","0.18","7.14","101.14","49.62","33.26","27.83","57.75","29.02","49.55"
"Aleksander Barkov","15-16","FLA","C","66","907.62","17","18","35","28","2.31","1.85","36.3","2.4","764","820","-56","48.23","-0.85","50","33","17","60.24","3.81","33.16","34.4","-1.24","49.08","-0.84","2","16","14","183","12.1","10.92","0.72","13.93","103.71","46.07","29.55","31.27","48.64","29.54","49.88"
"Ales Hemsky","15-16","DAL","R","75","816.58","11","18","29","22","2.13","1.62","37.77","2.78","885","749","136","54.16","1.9","38","36","2","51.35","-0.31","37.14","33.61","3.53","52.49","-0.88","10","10","--","220","16.16","10.13","0.74","8.53","98.85","48.47","22.83","29.21","51.39","28.67","49.8"
"Alex Biega","15-16","VAN","D","51","770.87","--","6","6","3","0.47","0.23","3.88","0.3","655","747","-92","46.72","1.29","26","33","-7","44.07","-1.39","24.8","35.01","-10.21","41.46","-3.26","9","5","-4","114","8.87","1.98","0.15","--","99.79","56.82","31.42","27.2","46.9","28.69","50.14"
"Alex Burmistrov","15-16","WPG","C","81","1044.32","5","11","16","10","0.92","0.57","13.47","0.77","851","908","-57","48.38","-4.1","26","40","-14","39.39","-14.73","31.49","39.92","-8.43","44.1","-8.14","14","20","6","182","10.46","8.17","0.47","5.62","97.34","51.96","27.36","29.63","51.57","28.68","49.82"
"Alex Burrows","15-16","VAN","L","79","877.25","6","8","14","9","0.96","0.62","14.54","0.99","747","803","-56","48.19","1.29","19","28","-9","40.43","-5.9","27.68","35.67","-7.99","43.69","-1.31","10","14","4","166","11.35","8.09","0.55","6","98.37","49.81","23.06","29.17","46.68","28.69","49.99"
"Alex Chiasson","15-16","OTT","R","76","819.5","4","6","10","9","0.73","0.66","4.17","0.31","631","806","-175","43.91","-4.6","25","23","2","52.08","-0.17","25.4","31.01","-5.61","45.03","-3.58","14","7","-7","120","8.79","6.73","0.49","5.56","102.51","38.48","22.43","29.57","47.6","28.7","50.21"
"Alex Edler","15-16","VAN","D","52","914.17","3","6","9","4","0.59","0.26","9.12","0.6","714","803","-89","47.07","-0.21","35","35","--","50","1.58","29.34","32.81","-3.47","47.21","3.54","15","5","-10","152","9.98","2.15","0.14","4.11","99.56","41.52","36.46","27.58","48.29","29.21","50.31"
"Alexei Emelin","15-16","MTL","D","71","1232.15","--","11","11","3","0.54","0.15","14.93","0.73","1141","1066","75","51.7","0.76","34","47","-13","41.98","-9.94","47.28","44.78","2.5","51.36","-0.28","24","9","-15","175","8.52","2.31","0.11","--","97.28","45.3","36.15","26.92","51.18","28.97","50.02"
"Alexey Marchenko","15-16","DET","D","66","946.85","2","7","9","6","0.57","0.38","13.18","0.84","817","795","22","50.68","-1.58","30","33","-3","47.62","-3.07","31.5","35.67","-4.17","46.9","-4.99","2","6","4","106","6.72","1.98","0.13","5.13","100.17","47.75","30.35","27.46","52.39","28.82","49.51"
"Alex Friesen","15-16","VAN","C","1","11.72","--","--","--","--","--","--","-0.14","-0.72","11","9","2","55","3.48","--","2","-2","--","--","0.35","0.31","0.04","53.03","30.77","--","--","--","2","10.24","0.1","0.51","--","60","33.33","24.78","28.82","46.75","26.97","46.07"
"Alex Galchenyuk","15-16","MTL","C","81","1034.5","19","17","36","28","2.09","1.62","45.38","2.63","1076","950","126","53.11","2.41","51","45","6","53.12","6.89","44.02","38.94","5.08","53.06","2.95","8","13","5","249","14.44","14.19","0.82","12.84","100.03","63.75","26.69","29.52","51.35","28.92","49.66"
"Alex Goligoski","15-16","DAL","D","82","1492.42","4","20","24","14","0.96","0.56","40.83","1.64","1672","1439","233","53.74","1.99","76","63","13","54.68","6.09","71.87","66.43","5.44","51.97","-0.9","15","6","-9","242","9.73","4.19","0.17","3.96","100.25","50.31","38.07","28.61","52.13","29.27","49.82"
"Alex Grant","15-16","ARI","D","5","58.92","--","--","--","--","--","--","-0.32","-0.33","48","58","-10","45.28","1.4","1","2","-1","33.33","-30.95","2.37","2.36","0.01","50.11","3.64","1","1","--","8","8.15","0.22","0.22","--","95.82","60","25.22","25.95","46.72","28.17","51.27"
"Alex Grenier","15-16","VAN","R","6","68.1","--","--","--","--","--","--","-0.42","-0.37","64","74","-10","46.38","-0.98","2","6","-4","25","13.89","3","3.79","-0.79","44.18","5.06","1","--","-1","12","10.57","1.35","1.19","--","94.18","59.18","23.69","29.3","47.63","28.54","48.52"
"Alex Khokhlachev","15-16","BOS","C","5","51.23","--","--","--","--","--","--","0.48","0.56","50","44","6","53.19","5.85","--","2","-2","--","-47.06","1.28","1.62","-0.34","44.14","-1.98","--","1","1","10","11.71","0.24","0.28","--","92.59","55.26","21.85","28.92","48.33","28.78","51.84"
"Alex Killorn","15-16","T.B","C","81","1081.33","7","21","28","22","1.55","1.22","35.91","1.99","1030","911","119","53.07","1.58","48","37","11","56.47","3.72","37.11","34.73","2.38","51.66","0.8","16","17","1","216","11.99","8.88","0.49","6.31","101.57","52.68","28.63","29.9","50.99","29.25","49.88"
"Alex Ovechkin","15-16","WSH","L","79","1184.17","27","13","40","29","2.03","1.47","57.45","2.91","1223","1078","145","53.15","3.47","59","34","25","63.44","10","48.06","38.69","9.37","55.4","4.83","19","18","-1","452","22.9","18.6","0.94","11.64","102.74","51.49","31.07","31.69","50.35","29.79","49.78"
"Alex Petrovic","15-16","FLA","D","66","963.15","2","14","16","10","1","0.62","16.07","1","788","836","-48","48.52","-0.21","44","31","13","58.67","5.16","34.08","32.57","1.51","51.13","3.56","23","16","-7","109","6.79","1.69","0.11","3.92","103.43","46.24","30.95","27.31","49.09","28.57","50.02"
"Alex Pietrangelo","15-16","STL","D","73","1403.62","5","16","21","17","0.9","0.73","34.55","1.48","1337","1284","53","51.01","-1.73","52","39","13","57.14","4.7","56.95","51.9","5.05","52.32","0.04","6","12","6","237","10.13","5.78","0.25","3.85","101.37","46.42","40.16","28.35","51.28","29.42","49.78"
"Alex Semin","15-16","MTL","R","14","141.62","1","3","4","2","1.69","0.85","5.15","2.18","157","123","34","56.07","6.56","7","5","2","58.33","-2.19","6.21","4.71","1.5","56.87","6.48","5","--","-5","32","13.56","1.01","0.43","6.25","101.18","56.79","21.48","29.9","51.39","28.11","48.84"
"Alex Steen","15-16","STL","L","67","955.4","12","12","24","19","1.51","1.19","25.98","1.63","876","881","-5","49.86","-1.88","36","30","6","54.55","3.86","34.27","34.79","-0.52","49.62","-1.83","13","9","-4","177","11.12","8.77","0.55","11.01","100.89","50.14","29.89","31.41","51.56","29.82","49.96"
"Alex Tanguay","15-16","COL/ ARI","L","70","879.52","7","18","25","20","1.71","1.36","16.09","1.1","789","950","-161","45.37","1.9","40","29","11","57.97","15.01","30.98","36.7","-5.72","45.77","2.83","12","10","-2","93","6.34","5.42","0.37","12.96","102.89","54.16","26.66","30.65","44.92","29.25","50.06"
"Alex Wennberg","15-16","CBJ","C","69","841.6","7","15","22","18","1.57","1.28","21.98","1.57","784","804","-20","49.37","1.28","37","32","5","53.62","6.28","36.68","32.97","3.71","52.66","0.94","1","13","12","115","8.2","7.82","0.56","11.29","101.28","53.05","25.38","29.98","48.34","28.9","49.92"
"Anders Lee","15-16","NYI","C","80","934.52","6","12","18","14","1.16","0.9","25.59","1.64","925","868","57","51.59","2.63","29","29","--","50","-2.16","37.15","37.3","-0.15","49.9","1.03","14","5","-9","218","14","12.82","0.82","4.38","99.35","55.58","23.9","30.17","48.11","28.86","49.91"
"Andreas Athanasiou","15-16","DET","C","37","302.43","7","5","12","9","2.38","1.79","14.34","2.84","277","269","8","50.73","-3.55","14","14","--","50","8.59","12.35","14.12","-1.77","46.66","-5.12","2","13","11","78","15.47","4.29","0.85","14.29","100.47","64.1","17.47","28.59","51.99","27.8","49.36"
"Andreas Martinsen","15-16","COL","L","55","588.68","4","7","11","8","1.12","0.82","4.53","0.46","424","569","-145","42.7","-1.82","19","21","-2","47.5","-3.85","14.65","21.29","-6.64","40.76","-4.13","14","12","-2","83","8.46","3.82","0.39","8.33","101.58","41.95","22.41","29.5","44.48","28.64","50.23"
"Andre Benoit","15-16","STL","D","2","26.12","--","--","--","--","--","--","-0.4","-0.92","12","28","-16","30","-9.29","1","--","1","100","28.57","0.51","1.06","-0.55","32.48","-9.88","--","--","--","1","2.3","0.03","0.07","--","120","36.36","27.03","26.54","51.14","28.45","51.8"
"Andre Burakovsky","15-16","WSH","L","79","940","16","14","30","21","1.91","1.34","33.34","2.13","913","862","51","51.44","0.4","43","40","3","51.81","-5.48","35.89","36.66","-0.77","49.47","-3.31","6","8","2","219","13.98","10.11","0.65","14.16","100.06","57.89","24.7","30.05","50.91","28.62","49.69"
"Andrei Markov","15-16","MTL","D","81","1378.12","1","22","23","17","1","0.74","27.38","1.19","1314","1285","29","50.56","-1.31","55","53","2","50.93","3.87","49.75","50.54","-0.79","49.61","-2.11","11","6","-5","207","9.01","3.01","0.13","1.37","100.61","50.58","35.55","28.04","52.32","29.32","49.89"
"Andrej Nestrasil","15-16","CAR","C","55","706.55","5","11","16","12","1.36","1.02","24.91","2.12","675","551","124","55.06","4.42","27","25","2","51.92","4.37","28.16","24.99","3.17","52.98","1.88","3","4","1","173","14.69","8.05","0.68","5.49","99.71","45.28","26.15","30.32","49.63","29.27","50.29"
"Andrej Sekera","15-16","EDM","D","81","1365.32","1","7","8","4","0.35","0.18","12.95","0.57","1252","1315","-63","48.77","0.08","43","58","-15","42.57","-1.81","53.18","51.53","1.65","50.79","2.54","6","4","-2","238","10.46","3.44","0.15","1.04","98.13","45.04","35.27","27.61","48.49","29.14","50.14"
"Andrej Sustr","15-16","T.B","D","77","1119.78","4","13","17","8","0.91","0.43","16.77","0.9","980","979","1","50.03","-3.35","47","47","--","50","-5.7","35.61","38.22","-2.61","48.23","-4.85","12","3","-9","135","7.23","2.34","0.13","6.56","101.02","44.46","31.23","27.49","52.11","28.72","49.72"
"Andrew Agozzino","15-16","COL","L","9","74.45","--","1","1","--","0.81","--","0.14","0.11","59","73","-14","44.7","1.84","1","2","-1","33.33","-16.67","2.22","2.47","-0.25","47.33","5.35","--","--","--","11","8.87","0.29","0.23","--","97.45","45.95","17.75","27.23","43.91","27.65","51.07"
"Andrew Bodnarchuk","15-16","CBJ/ COL","D","37","441.8","--","4","4","3","0.54","0.41","-3.73","-0.51","338","465","-127","42.09","-3.83","15","24","-9","38.46","-11.54","16","19.19","-3.19","45.47","-3.79","7","3","-4","33","4.48","0.33","0.04","--","98.45","50.64","24.77","26.91","46.29","28.4","50.15"
"Andrew Campbell","15-16","TOR","D","6","66.57","--","1","1","--","0.9","--","0.38","0.34","61","75","-14","44.85","-2.01","2","2","--","50","23.91","2.28","3.01","-0.73","43.1","5.51","1","1","--","3","2.7","0.17","0.15","--","101.74","50","23.71","25.65","52.76","28.66","49.28"
"Andrew Cogliano","15-16","ANA","C","82","987.18","5","20","25","15","1.52","0.91","29.2","1.77","940","843","97","52.72","0.41","33","35","-2","48.53","-1.21","40.09","31.57","8.52","55.94","3.97","13","6","-7","197","11.97","9.84","0.6","4.35","98.81","40.8","25.43","29.82","52.11","29.43","50.06"
"Andrew Copp","15-16","WPG","C","77","550.05","7","6","13","11","1.42","1.2","13.43","1.46","425","465","-40","47.75","-4.02","19","10","9","65.52","15.93","17.85","17.08","0.77","51.1","0.92","1","6","5","82","8.94","5.76","0.63","13.73","104.34","45.93","15.16","26.7","48.99","27.35","49.23"
"Andrew Desjardins","15-16","CHI","C","77","866.05","6","5","11","10","0.76","0.69","14.9","1.03","771","764","7","50.23","-0.31","15","26","-11","36.59","-14.33","28.57","30.01","-1.44","48.77","0.7","10","12","2","165","11.43","8.31","0.58","6.74","97.07","27.59","23.13","28.96","50.48","28.34","49.94"
"Andrew Ference","15-16","EDM","D","6","70.43","--","--","--","--","--","--","-0.85","-0.72","59","65","-6","47.58","-3.75","2","6","-4","25","-25","2.14","3.54","-1.4","37.68","-13.09","3","--","-3","11","9.37","0.11","0.09","--","90.68","55.26","25.48","26.59","48.81","28.75","50.77"
"Andrew Ladd","15-16","WPG/ CHI","L","78","1037.2","11","15","26","17","1.5","0.98","30.07","1.74","981","956","25","50.65","-0.94","38","38","--","50","1.05","40.11","45.56","-5.45","46.82","-3.74","16","18","2","243","14.06","10.72","0.62","8.66","100.16","50.77","28.47","31.47","51.88","29.78","49.99"
"Andrew Macdonald","15-16","PHI","D","28","464.2","1","5","6","4","0.78","0.52","9","1.16","436","452","-16","49.1","-6.07","24","17","7","58.54","11.08","19.03","17.25","1.78","52.45","-1.08","--","4","4","52","6.72","0.91","0.12","5.56","102.96","54.51","34.97","27.35","51.19","28.42","49.35"
"Andrew Shaw","15-16","CHI","C","78","956.25","8","14","22","14","1.38","0.88","28.98","1.82","939","908","31","50.84","-0.19","36","23","13","61.02","15.52","38.18","38.06","0.12","50.08","2.11","19","20","1","240","15.06","13.24","0.83","6.06","102.28","45.34","25.17","30.09","51","29.11","49.98"
"Andrey Pedan","15-16","VAN","D","13","135.07","--","--","--","--","--","--","-0.52","-0.23","120","142","-22","45.8","1.24","1","4","-3","20","-8.57","3.62","7.36","-3.74","32.97","-7.37","4","3","-1","27","11.99","0.34","0.15","--","97.39","58.24","21.79","27.26","47.13","27.71","49.91"
"Andy Andreoff","15-16","L.A","C","60","518.07","8","2","10","10","1.16","1.16","11.99","1.39","479","469","10","50.53","-6.64","15","14","1","51.72","-3.05","18.97","20.27","-1.3","48.34","-6.73","16","17","1","86","9.96","4.94","0.57","17.78","101.07","58.53","17.91","27.67","56.87","27.76","49.18"
"Andy Greene","15-16","N.J","D","82","1460.45","1","6","7","5","0.29","0.21","0.6","0.02","926","1197","-271","43.62","-3.94","39","35","4","52.7","10.53","40.56","47.1","-6.54","46.27","-1.6","8","6","-2","121","4.97","2.44","0.1","1.92","101.81","31.95","37.7","28.73","48.31","29.5","50.21"
"Anthony Bitetto","15-16","NSH","D","28","333.17","1","4","5","2","0.9","0.36","3.83","0.69","276","328","-52","45.7","-6.12","11","11","--","50","-4.76","11.33","12.22","-0.89","48.11","-6.92","7","6","-1","41","7.38","1.01","0.18","5.26","101.09","54.22","24.88","26.81","52.41","27.88","49.69"
"Anthony Duclair","15-16","ARI","L","81","914.2","12","19","31","22","2.03","1.44","30.27","1.99","849","861","-12","49.65","4.02","46","28","18","62.16","18.52","33.96","32.38","1.58","51.19","6.12","16","21","5","127","8.34","8.5","0.56","17.39","104.33","60.79","24.57","29.77","45.71","28.91","50.05"
"Anthony Mantha","15-16","DET","R","10","96.03","--","1","1","--","0.62","--","1.75","1.09","105","87","18","54.69","3.39","4","10","-6","28.57","-16.59","4.46","4.6","-0.14","49.23","0.53","1","--","-1","23","14.37","1.16","0.72","--","85.75","66.67","20.39","30.88","52.45","28.91","50.13"
"Anthony Peluso","15-16","WPG","R","35","221.48","1","4","5","2","1.35","0.54","2.15","0.58","150","182","-32","45.18","-8.42","8","4","4","66.67","20.67","5.72","7.27","-1.55","44.03","-5.92","16","7","-9","33","8.94","1.44","0.39","6.25","105.78","51.96","13.49","26.73","49.47","26.99","49.04"
"Antoine Roussel","15-16","DAL","L","80","940.9","9","13","22","16","1.4","1.02","26.27","1.68","968","930","38","51","-2.16","33","30","3","52.38","1.98","41.3","37.06","4.24","52.71","0.48","43","40","-3","188","11.99","11.53","0.74","8.91","100.21","46.42","24.65","29.31","52.34","28.78","49.67"
"Antoine Vermette","15-16","ARI","C","76","919.52","8","8","16","12","1.04","0.78","9.86","0.64","808","938","-130","46.28","-0.63","33","42","-9","44","-8.41","32.27","37.48","-5.21","46.27","-0.9","28","7","-21","139","9.07","7.75","0.51","9.09","99.21","48.93","26.3","30.19","47.27","29.08","50.26"
"Anton Lander","15-16","EDM","C","61","550.83","1","2","3","2","0.33","0.22","3.31","0.36","484","541","-57","47.22","-2.78","8","19","-11","29.63","-15.63","16.17","19.55","-3.38","45.27","-4.6","3","13","10","78","8.5","2.88","0.31","2.33","96.33","37.99","18.64","27.63","47.9","28.04","50.08"
"Anton Slepyshev","15-16","EDM","L","11","92.65","--","1","1","1","0.65","0.65","0.14","0.09","68","73","-5","48.23","1.11","2","7","-5","22.22","-19.44","2.01","4.03","-2.02","33.28","-12.18","1","1","--","16","10.36","0.59","0.38","--","90.9","53.19","17.99","27.32","48.23","28.04","49.78"
"Anton Stralman","15-16","T.B","D","73","1158.25","7","9","16","10","0.83","0.52","31.88","1.65","1114","915","199","54.9","4.26","40","25","15","61.54","9.34","40.49","30.87","9.62","56.74","7.27","9","2","-7","186","9.64","3.79","0.2","7.22","101.44","55.4","33.78","28.71","51.34","29.26","49.97"
"Anze Kopitar","15-16","L.A","C","81","1210.08","13","31","44","31","2.18","1.54","62.47","3.1","1274","944","330","57.44","1.49","60","36","24","62.5","13.72","51.53","39.21","12.32","56.79","3","7","20","13","201","9.97","12.62","0.63","12.04","102.51","52.16","31.1","31.03","56.36","29.36","49.59"
"Artem Anisimov","15-16","CHI","C","77","1061.58","10","14","24","17","1.36","0.96","23.86","1.35","986","985","1","50.03","-1.06","46","45","1","50.55","2.36","36.24","43.54","-7.3","45.42","-4.22","4","5","1","167","9.44","10.21","0.58","10.99","100.67","68.89","28.34","32.57","51.4","29.59","50.02"
"Artemi Panarin","15-16","CHI","C","80","1180.55","18","23","41","29","2.08","1.47","43.15","2.19","1123","1047","76","51.75","1.55","54","52","2","50.94","3.64","39.74","46.78","-7.04","45.93","-3.34","15","14","-1","253","12.86","10.54","0.54","12.5","100.26","75.37","30.39","32.03","47.96","29.61","49.94"
"Austin Watson","15-16","NSH","L","57","514.98","2","6","8","6","0.93","0.7","6.03","0.7","370","444","-74","45.45","-8.77","14","20","-6","41.18","-11.99","12.86","14.43","-1.57","47.12","-9.14","8","3","-5","88","10.25","4.16","0.48","3.77","97.3","18.34","18.91","27.62","49.73","28.22","49.75"
"Barclay Goodrow","15-16","S.J","C","14","127.53","--","1","1","--","0.47","--","-0.24","-0.11","96","119","-23","44.65","-6.58","3","4","-1","42.86","-8.31","4.58","4.22","0.36","52.05","-5.56","5","4","-1","12","5.65","0.86","0.4","--","99.31","52.31","18.82","26.86","48.41","27.95","50.24"
"Barret Jackman","15-16","NSH","D","73","941.95","1","3","4","2","0.25","0.13","17.85","1.14","899","722","177","55.46","3.8","28","27","1","50.91","-0.17","30.84","26.99","3.85","53.33","-0.89","24","9","-15","129","8.22","2.44","0.16","1.56","98.64","56.92","26.97","27.2","50.82","27.99","49.41"
"Beau Bennett","15-16","PIT","R","33","331.58","5","3","8","6","1.45","1.09","9.73","1.76","320","298","22","51.78","0.94","13","14","-1","48.15","-7.15","11.4","13.3","-1.9","46.15","-7.86","3","1","-2","76","13.75","2.77","0.5","11.36","99.35","50.72","21.39","29.25","52.02","28.4","49.48"
"Ben Chiarot","15-16","WPG","D","70","941.3","1","8","9","3","0.57","0.19","12.45","0.79","844","867","-23","49.33","-2.56","32","41","-9","43.84","-10.71","33.27","36.1","-2.83","47.96","-4.05","11","9","-2","161","10.26","3.03","0.19","1.35","98.43","48.74","28.25","27.42","51.75","28.5","50.01"
"Ben Harpur","15-16","OTT","D","5","66.77","--","1","1","1","0.9","0.9","0.52","0.47","57","72","-15","44.19","-5.02","3","2","1","60","-2.5","2.88","2.26","0.62","56.03","12.3","1","--","-1","4","3.59","0.08","0.07","--","103.83","44.83","26.2","24.6","45.72","28.11","49.71"
"Ben Hutton","15-16","VAN","D","75","1174.95","1","13","14","8","0.71","0.41","9.25","0.47","960","1123","-163","46.09","-1.78","32","43","-11","42.67","-2.99","38.44","50.28","-11.84","43.33","-2.37","6","11","5","153","7.81","2.56","0.13","1.43","99.25","52.13","32.48","26.99","47.64","28.66","49.8"
"Ben Lovejoy","15-16","PIT","D","66","1032.9","4","4","8","5","0.46","0.29","16.55","0.96","963","916","47","51.25","-0.91","39","35","4","52.7","0.04","42.27","32.59","9.68","56.47","2.46","17","6","-11","165","9.58","2.98","0.17","4.76","100.09","41.83","32.92","27.28","53.07","29.22","50.15"
"Benoit Pouliot","15-16","EDM","L","55","701","7","16","23","18","1.97","1.54","22.23","1.9","657","632","25","50.97","2.78","29","36","-7","44.62","0.87","26.01","26.8","-0.79","49.25","1.62","15","13","-2","121","10.36","6.46","0.55","9.59","98.43","52.05","26.79","30.37","48.61","29.57","50.42"
"Ben Smith","15-16","S.J/ TOR","R","22","223.38","2","2","4","2","1.07","0.54","2.92","0.78","197","224","-27","46.79","-5.48","7","8","-1","46.67","8.07","8.16","8.29","-0.13","49.6","1.77","--","--","--","34","9.13","2.09","0.56","11.76","100.94","34.38","21.15","26.97","52.67","28.1","49.65"
"Ben Street","15-16","COL","C","7","50.92","--","--","--","--","--","--","-0.45","-0.53","47","67","-20","41.23","-8.38","2","3","-1","40","-30","1.8","2.02","-0.22","47.12","-9.66","2","1","-1","10","11.78","0.4","0.47","--","97.52","32.14","15.3","26.28","43.27","27.98","49.31"
"Blake Comeau","15-16","COL","L","81","1061.93","6","15","21","15","1.19","0.85","15.6","0.88","858","1001","-143","46.15","2.78","31","34","-3","47.69","-0.51","30.76","36.86","-6.1","45.49","1.69","18","14","-4","198","11.19","7.45","0.42","5.45","99.71","37.3","27.65","30.75","43.9","29.18","50.29"
"Blake Pietila","15-16","N.J","L","7","73.33","--","1","1","1","0.82","0.82","0.52","0.43","49","68","-19","41.88","2.1","1","2","-1","33.33","-4.17","1.47","2.63","-1.16","35.85","-1.19","1","2","1","13","10.64","0.36","0.29","--","98.9","51.61","23.75","28.29","46.33","27.97","50.05"
"Blake Wheeler","15-16","WPG","R","82","1153.15","16","32","48","42","2.5","2.19","64.42","3.35","1228","1003","225","55.04","5.36","61","44","17","58.1","11.94","53.38","46.64","6.74","53.37","4.72","17","24","7","324","16.86","14.29","0.74","8.47","101.53","53.31","29.84","31.9","49.53","29.92","50.13"
"Bobby Farnham","15-16","PIT/ N.J","R","53","483.57","8","2","10","9","1.24","1.12","7.5","0.93","302","383","-81","44.09","-1.99","12","14","-2","46.15","2.61","12.88","14.63","-1.75","46.82","-0.8","23","24","1","86","10.67","4.53","0.56","16","99.98","42.86","19.31","27.57","45.97","27.55","49.66"
"Bobby Ryan","15-16","OTT","R","80","1053.68","12","20","32","28","1.82","1.59","27.11","1.54","906","1055","-149","46.2","-2.17","46","48","-2","48.94","-2.84","38.57","43.07","-4.5","47.24","-0.71","8","20","12","231","13.15","11.99","0.68","9.3","101.73","61.22","27.33","30.58","48.61","29.24","49.96"
"Bo Horvat","15-16","VAN","C","82","1005.93","10","14","24","16","1.43","0.95","17.14","1.02","832","984","-152","45.81","-1.89","35","54","-19","39.33","-8.01","34.32","43.07","-8.75","44.35","-0.41","5","12","7","181","10.8","10.77","0.64","9.01","97.85","42.09","25.49","28.8","47.79","28.9","50.02"
"Boone Jenner","15-16","CBJ","C","82","1123.45","19","12","31","26","1.66","1.39","29.68","1.59","994","1135","-141","46.69","-1.89","41","51","-10","44.57","-5.2","52.18","49.52","2.66","51.31","-0.63","22","21","-1","270","14.42","17.76","0.95","10.98","98.61","44.57","28.69","30.26","49.38","29.39","49.96"
"Borna Rendulic","15-16","COL","C","3","22.03","--","--","--","--","--","--","-1.1","-3","10","30","-20","25","-19.54","--","2","-2","--","-43.75","0.34","1.79","-1.45","15.96","-30.47","--","--","--","3","8.17","0.04","0.11","--","85.71","50","15.01","29.1","43.58","27.74","48.87"
