"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Andrej Nestrasil","14-15","DET/ CAR","C","54","635.48","5","9","14","12","1.32","1.13","23.57","2.23","648","503","145","56.3","2.77","21","19","2","52.5","12.36","27.12","21.47","5.65","55.81","4.61","5","5","--","126","11.9","7.97","0.75","7.04","99.06","57.46","23.93","29.09","52.36","28.5","50"
"Andrej Sekera","14-15","CAR/ L.A","D","73","1247.53","2","12","14","6","0.67","0.29","29.52","1.42","1292","1078","214","54.51","3.53","46","48","-2","48.94","6.17","52.8","47.38","5.42","52.71","2.56","4","5","1","201","9.67","2.93","0.14","2.6","98.18","50.06","35.22","27.98","53.78","29.3","49.81"
"Andrej Sustr","14-15","T.B","D","72","1121.18","--","11","11","4","0.59","0.21","13.25","0.71","923","929","-6","49.84","-5.58","42","36","6","53.85","-3.3","34.43","31.8","2.63","51.99","-4.79","13","5","-8","131","7.01","2.19","0.12","--","101.01","54.04","33.4","27.5","52.87","28.65","49.39"
"Andrew Agozzino","14-15","COL","L","1","9.75","--","1","1","--","6.15","--","0.46","2.83","8","14","-6","36.36","-15.69","1","--","1","100","50","0.31","0.67","-0.36","31.63","-5.97","--","--","--","2","12.31","0.11","0.68","--","120","50","19.25","25.44","44.05","28.72","53.03"
"Andrew Campbell","14-15","ARI","D","33","464.13","--","1","1","--","0.13","--","-0.57","-0.07","433","496","-63","46.61","-2.94","7","21","-14","25","-13.67","17.41","19.31","-1.9","47.41","1.15","4","2","-2","58","7.5","1.21","0.16","--","95.11","39.86","29.25","26.47","48.57","28.62","49.76"
"Andrew Cogliano","14-15","ANA","C","82","996.93","12","12","24","23","1.44","1.38","27.55","1.66","886","872","14","50.4","-0.75","37","41","-4","47.44","-5.4","35.27","33.51","1.76","51.28","-1.12","5","11","6","203","12.22","9.67","0.58","11.01","99.11","50.41","25.55","29.24","50.09","28.8","50.02"
"Andrew Copp","14-15","WPG","C","1","12.35","--","1","1","1","4.86","4.86","1.32","6.41","9","9","--","50","7.14","2","--","2","100","25","0.62","0.44","0.18","58.49","24.71","--","--","--","4","19.43","0.3","1.46","--","125","40","24.25","26.92","49.94","24.83","48.58"
"Andrew Desjardins","14-15","S.J/ CHI","C","69","648.08","5","3","8","5","0.74","0.46","4.68","0.43","530","607","-77","46.61","-5.75","14","18","-4","43.75","-7.19","16.61","22.8","-6.19","42.15","-9.62","18","9","-9","90","8.33","3.89","0.36","9.8","99.49","36.75","19.35","27.42","49.49","27.65","49.41"
"Andrew Ebbett","14-15","PIT","C","24","188.17","1","4","5","4","1.59","1.28","4.74","1.51","143","149","-6","48.97","-3.99","6","6","--","50","4.69","5.34","6.22","-0.88","46.19","-3.21","--","--","--","34","10.84","1.16","0.37","5.56","100.34","51.35","16.95","26.84","49.98","28.16","49.8"
"Andrew Ference","14-15","EDM","D","70","1151.43","3","9","12","3","0.63","0.16","0.86","0.04","954","1157","-203","45.19","-4.23","37","55","-18","40.22","0.99","36.45","49.24","-12.79","42.54","-3.42","15","6","-9","156","8.13","2.31","0.12","5.45","99.54","42.48","33.51","27.68","49.73","28.92","50.35"
"Andrew Ladd","14-15","WPG","L","81","1115.85","12","24","36","29","1.94","1.56","43.87","2.36","1102","942","160","53.91","1.89","44","33","11","57.14","5.78","45.31","39.43","5.88","53.47","0.02","23","7","-16","245","13.17","13.01","0.7","8.39","101.44","54.94","29.98","31.75","50.21","29.62","50.34"
"Andrew Macdonald","14-15","PHI","D","58","938.93","1","5","6","3","0.38","0.19","6.7","0.43","806","837","-31","49.06","-1.18","28","29","-1","49.12","1","31.37","35.45","-4.08","46.95","-1.34","16","8","-8","108","6.9","1.62","0.1","2.78","100.18","53.94","33.59","27.33","49.2","28.64","49.99"
"Andrew Macwilliam","14-15","TOR","D","12","149.23","--","1","1","--","0.4","--","-2.29","-0.92","106","157","-51","40.3","-7.3","2","8","-6","20","-17.14","2.64","6.38","-3.74","29.27","-13.93","6","3","-3","12","4.82","0.16","0.06","--","94.58","39.19","26.57","24.86","47.7","28.22","48.55"
"Andrew Shaw","14-15","CHI","C","79","910.92","8","8","16","11","1.05","0.72","25.69","1.69","906","779","127","53.77","-0.02","25","37","-12","40.32","-17.03","35.91","36.41","-0.5","49.65","-1.36","21","20","-1","190","12.51","12.95","0.85","6.78","96.87","60.11","23.69","29.16","52.37","28.23","49.58"
"Andy Andreoff","14-15","L.A","C","18","151.3","1","1","2","1","0.79","0.4","1.36","0.54","123","136","-13","47.49","-7.61","2","2","--","50","--","5.55","6.02","-0.47","47.97","-4.12","5","3","-2","27","10.71","1.37","0.54","7.69","100.49","59.42","17.55","28.65","53.56","27.8","48.67"
"Andy Greene","14-15","N.J","D","82","1457.72","3","14","17","8","0.7","0.33","17.27","0.71","1139","1235","-96","47.98","1.27","43","43","--","50","3.25","47","48.85","-1.85","49.03","3.24","7","9","2","189","7.78","3.27","0.13","4.35","100.56","40.69","36.95","27.92","47.09","29.41","50.25"
"Anthony Bitetto","14-15","NSH","D","7","80.32","--","--","--","--","--","--","0.01","0.01","73","76","-3","48.99","-4.42","1","2","-1","33.33","-23.81","3.43","3.74","-0.31","47.84","-4.81","2","2","--","7","5.23","0.13","0.1","--","97.03","62.22","24.1","26.93","52.3","28.11","49.2"
"Anthony Duclair","14-15","NYR","L","18","188.45","1","5","6","5","1.91","1.59","7.2","2.29","162","153","9","51.43","0.55","8","3","5","72.73","24.29","6.99","6.94","0.05","50.18","1.37","1","4","3","31","9.87","1.72","0.55","6.25","106.59","60.64","22.31","28.71","49.63","28.39","49.77"
"Anthony Peluso","14-15","WPG","R","49","284.03","1","1","2","2","0.42","0.42","2.27","0.48","218","220","-2","49.77","-4.13","7","9","-2","43.75","-9.08","9.23","9.3","-0.07","49.81","-5.14","19","13","-6","42","8.87","3.19","0.67","4.35","100.03","47.27","12.53","25.25","48.66","27.26","49.16"
"Antoine Roussel","14-15","DAL","L","80","937.48","12","8","20","16","1.28","1.02","21.86","1.4","980","960","20","50.52","-2.29","33","51","-18","39.29","-15.58","40.23","36.43","3.8","52.48","0.51","37","31","-6","184","11.78","10.93","0.7","11.88","96.29","43.41","24.86","29.52","51.31","28.94","50.28"
"Antoine Vermette","14-15","ARI/ CHI","C","82","1095.73","6","15","21","15","1.15","0.82","13.7","0.75","974","1062","-88","47.84","-3.12","36","57","-21","38.71","-3.92","34.55","46.44","-11.89","42.66","-6.04","14","4","-10","137","7.5","7.33","0.4","8.11","97.21","53.45","27.38","30.71","49.91","29.16","50.23"
"Anton Lander","14-15","EDM","C","38","443.45","1","10","11","6","1.49","0.81","8.08","1.09","409","432","-23","48.63","2.42","14","24","-10","36.84","-6.36","17.68","20.18","-2.5","46.7","3.18","5","4","-1","63","8.52","4.24","0.57","2.27","95.69","48.56","23.21","28.49","47.1","28.13","49.53"
"Anton Stralman","14-15","T.B","D","82","1270.92","6","15","21","13","0.99","0.61","41.35","1.95","1247","966","281","56.35","4.94","70","50","20","58.33","2.84","53.01","38.69","14.32","57.81","4.89","9","6","-3","213","10.06","5.39","0.25","5.36","100.41","54.5","33.15","27.83","50.85","29.03","49.46"
"Anton Volchenkov","14-15","NSH","D","46","551.27","--","7","7","1","0.76","0.11","10","1.09","516","487","29","51.45","-0.66","24","19","5","55.81","-2.86","19.98","17.24","2.74","53.68","-2.65","7","1","-6","77","8.38","1.17","0.13","--","102.02","50.86","25.08","27.18","52.18","28.32","49.72"
"Anze Kopitar","14-15","L.A","C","79","1083.92","10","24","34","25","1.88","1.38","52.99","2.93","1148","790","358","59.24","5.21","45","37","8","54.88","-1.14","43.28","31.95","11.33","57.53","3.62","4","13","9","179","9.91","8.79","0.49","10","98.71","52.75","28.37","31.08","54.34","29.49","49.71"
"Artem Anisimov","14-15","CBJ","C","52","627.23","6","12","18","14","1.72","1.34","17.82","1.7","560","543","17","50.77","3.58","25","35","-10","41.67","-7.99","23.92","22.61","1.31","51.41","4.41","4","6","2","131","12.53","6.74","0.64","8.96","97.6","43.91","25.37","29.49","47.31","28.51","49.57"
"Barclay Goodrow","14-15","S.J","C","60","606.58","4","7","11","10","1.09","0.99","9.89","0.98","514","569","-55","47.46","-5.35","17","20","-3","45.95","-0.21","18.12","18.76","-0.64","49.13","-3.49","10","7","-3","120","11.87","5.32","0.53","6.35","99.99","46.5","20.74","28.48","50.53","27.96","49.68"
"Barret Jackman","14-15","STL","D","80","1129.73","2","10","12","7","0.64","0.37","24.6","1.31","1036","919","117","52.99","1.54","37","38","-1","49.33","-6.71","40.64","34.95","5.69","53.76","0.87","12","16","4","148","7.86","2.75","0.15","2.56","98.57","42.7","29.42","26.9","51.62","28.27","49.55"
"Beau Bennett","14-15","PIT","R","49","561.08","4","8","12","10","1.28","1.07","17.44","1.86","516","448","68","53.53","-0.02","20","19","1","51.28","3.16","18.43","17.04","1.39","51.96","-0.34","7","4","-3","128","13.69","5.19","0.56","5.56","98.85","51.59","23.93","29.64","51.36","28.42","50.36"
"Ben Chiarot","14-15","WPG","D","40","603.62","2","5","7","6","0.7","0.6","13.4","1.33","582","508","74","53.39","-0.59","24","19","5","55.81","-1.63","27.54","20.36","7.18","57.49","3.4","8","4","-4","82","8.15","1.47","0.15","5.88","100.78","48.68","33.27","28.61","51.82","28.96","49.59"
"Ben Lovejoy","14-15","ANA/ PIT","D","60","984.17","2","8","10","4","0.61","0.24","17.2","1.05","945","876","69","51.89","-0.14","28","33","-5","45.9","-7.16","37.2","32.82","4.38","53.13","0.6","10","2","-8","149","9.08","2.8","0.17","2.78","98.64","50.23","34.31","27.7","50.98","28.91","49.76"
"Benoit Pouliot","14-15","EDM","L","58","746.2","13","11","24","20","1.93","1.61","24.2","1.95","709","699","10","50.36","2.86","36","36","--","50","11.54","28.49","36.89","-8.4","43.58","-1.8","10","9","-1","135","10.85","7.86","0.63","16.46","100.78","60.6","25.95","31.2","48.24","29.22","49.8"
"Ben Smith","14-15","CHI/ S.J","R","80","845.08","6","5","11","9","0.78","0.64","17.09","1.21","743","752","-9","49.7","-4.88","19","18","1","51.35","-1.35","27.78","25.31","2.47","52.33","0.73","1","5","4","147","10.44","9.42","0.67","7.23","100.19","31.05","21.86","28.84","52.14","28.42","49.82"
"Ben Street","14-15","COL","C","3","34.73","--","--","--","--","--","--","-0.37","-0.64","30","44","-14","40.54","-6.05","2","2","--","50","-3.85","0.61","1.94","-1.33","23.92","-14.72","--","--","--","7","12.09","0.13","0.22","--","104.29","64","21.35","26.44","41.04","28.84","51.29"
"B J..crombeen","14-15","ARI","R","58","463.2","3","3","6","4","0.78","0.52","-0.36","-0.05","362","482","-120","42.89","-6.61","10","17","-7","37.04","-2.25","14.31","19.84","-5.53","41.9","-2.58","25","17","-8","83","10.75","3.92","0.51","6.98","98.92","43.33","16.75","26.65","47.92","27.69","49.33"
"Blair Jones","14-15","PHI","C","4","27.67","--","--","--","--","--","--","-1.2","-2.6","18","31","-13","36.73","-15.22","--","4","-4","--","-53.85","0.5","1.25","-0.75","28.57","-17.78","1","1","--","2","4.34","0.02","0.04","--","80.95","36.36","14.31","26.43","46.7","27.55","52.15"
"Blake Comeau","14-15","PIT","L","61","820.8","14","13","27","22","1.97","1.61","32.48","2.37","825","737","88","52.82","1.48","35","29","6","54.69","-2.46","32.75","32.6","0.15","50.11","-1.5","22","10","-12","229","16.74","10.36","0.76","10.85","101.29","54.45","28.69","30.89","53.29","29.16","49.92"
"Blake Wheeler","14-15","WPG","R","79","1060.47","15","21","36","31","2.04","1.75","49.72","2.81","1074","909","165","54.16","2.08","48","27","21","64","15.4","47.17","35.8","11.37","56.85","5.14","24","12","-12","297","16.8","15.12","0.86","8.57","102.83","51.16","29.31","31.83","50.68","29.58","50.14"
"Bobby Farnham","14-15","PIT","R","11","76.97","--","--","--","--","--","--","0.28","0.22","56","69","-13","44.8","-6.02","1","1","--","50","2.78","1.41","2.06","-0.65","40.63","-7.96","6","10","4","13","10.13","0.41","0.32","--","100.59","55.81","15.51","26.34","50.85","28.09","50.21"
"Bobby Robins","14-15","BOS","C","3","22.7","--","--","--","--","--","--","-0.5","-1.32","12","19","-7","38.71","-15.84","--","--","--","--","--","0.27","0.63","-0.36","30","-24.72","4","3","-1","--","--","--","--","--","100","30","16.16","27.4","48.44","26.89","49.66"
"Bobby Ryan","14-15","OTT","R","78","1031.53","11","20","31","23","1.8","1.34","32.92","1.91","982","1007","-25","49.37","-1.18","44","42","2","51.16","-0.58","41.79","42.27","-0.48","49.71","-2.29","13","14","1","252","14.66","11.35","0.66","7.33","101.11","54.68","28.18","30.1","50.35","29.21","49.89"
"Bogdan Yakimov","14-15","EDM","C","1","11.32","--","--","--","--","--","--","0.06","0.32","8","5","3","61.54","8.68","--","1","-1","--","-25","0.38","0.25","0.13","60.32","14.73","--","--","--","1","5.3","0.2","1.06","--","66.67","100","22.86","28.63","49.02","28.12","52.92"
"Bo Horvat","14-15","VAN","C","68","745.97","12","9","21","17","1.69","1.37","14.63","1.18","617","763","-146","44.71","-5.59","28","36","-8","43.75","-8.66","28.25","34.17","-5.92","45.26","-2.25","7","6","-1","127","10.21","9.73","0.78","14.81","99.47","47.52","22.85","28.64","48.35","28.26","50.03"
"Boone Jenner","14-15","CBJ","C","31","425.27","6","4","10","9","1.41","1.27","11.96","1.69","378","410","-32","47.97","2.45","20","21","-1","48.78","-0.49","18.1","15.37","2.73","54.08","8.33","5","11","6","102","14.39","5.87","0.83","9.38","99.51","46.56","29.12","30.22","47.31","28.96","50.54"
"Borna Rendulic","14-15","COL","C","11","99.35","1","1","2","2","1.21","1.21","1.4","0.85","76","85","-9","47.2","5.05","6","5","1","54.55","-6.99","2.48","3.91","-1.43","38.81","-7.77","2","--","-2","10","6.04","0.9","0.54","16.67","103.43","54.17","19.73","30.94","43.76","28.67","50.58"
"Boyd Gordon","14-15","EDM","C","68","692.07","4","6","10","6","0.87","0.52","6.42","0.56","511","657","-146","43.75","-5.53","14","24","-10","36.84","-3.33","17.96","23.75","-5.79","43.06","-3.02","7","9","2","98","8.5","4.01","0.35","7.27","97.13","20.5","20.77","27.89","47.83","28.66","50.25"
"Brad Boyes","14-15","FLA","R","78","1008.82","9","19","28","24","1.67","1.43","34.17","2.03","875","822","53","51.56","0.61","42","30","12","58.33","10.07","34.49","31.47","3.02","52.29","0.95","7","5","-2","202","12.01","10.47","0.62","7.76","101.43","50.76","26.94","30.09","51.3","29.14","49.75"
"Brad Hunt","14-15","EDM","D","11","167.55","--","2","2","2","0.72","0.72","1.9","0.68","160","166","-6","49.08","-0.05","5","11","-6","31.25","-4.04","5.8","6.66","-0.86","46.55","2.67","--","1","1","33","11.82","0.59","0.21","--","92.48","53.66","31.48","28.65","49.53","28.51","49.3"
"Brad Malone","14-15","CAR","C","65","617.2","7","8","15","12","1.46","1.17","10.05","0.98","451","549","-98","45.1","-7.56","18","24","-6","42.86","-2.09","20.17","20.23","-0.06","49.93","-1.9","19","17","-2","112","10.89","6.35","0.62","10.94","98.25","43.65","19.48","27.37","49.83","27.93","49.13"
"Brad Marchand","14-15","BOS","C","77","1041","14","16","30","26","1.73","1.5","44.55","2.57","1126","872","254","56.36","6.66","43","42","1","50.59","0.59","40.71","31.86","8.85","56.1","7.25","33","24","-9","260","14.99","10.99","0.63","9.52","98.01","49.47","27.62","30.13","51.03","29.71","50.04"
"Brad Richards","14-15","CHI","C","76","953.73","10","19","29","19","1.82","1.2","42.29","2.66","987","842","145","53.96","0.6","47","33","14","58.75","6.26","36.93","40.47","-3.54","47.71","-3.82","5","7","2","250","15.73","9.45","0.59","6.17","101.98","69.95","25.96","30.27","52.85","28.56","49.92"
"Brad Richardson","14-15","VAN","R","45","520.4","5","10","15","10","1.73","1.15","12.27","1.41","466","503","-37","48.09","-1.65","20","22","-2","47.62","-1.96","20.09","20.73","-0.64","49.22","-0.19","11","6","-5","102","11.76","5.81","0.67","8.62","99.57","48.17","24.66","28.78","49.02","28.47","49.77"
