Variable,Importance
HitsPercentage_Last20,0.008059439605483137
PenaltyKill_PostAllStar,0.007902936756794906
RegularSeasonWinPercentage_x_PlayerPoints,0.007879158192541279
FaceoffWinPercentage_x_ShotPercentage,0.007873064225704895
GS/60_max,0.00773830550079714
xGDifftoSOS,0.007721194219397712
H2H_x_VegasOpeningOdds,0.007463499353703218
RegularSeasonWinPercentage_x_Ratio_of_SRStoPoints,0.007399305242004904
Q4Record,0.007346909096416643
Ratio_of_SRStoPoints,0.007159665184771679
iCF/60_max,0.007102000423090149
BlocksatES,0.0067230430874119975
HitsatES,0.006583545215642153
HDCA,0.006409946574601952
CF% QoC_sd,0.006269597585724445
iCF/60_sd,0.006203120457312589
CF% QoT_sd,0.006141268431174079
Rel CF%_max,0.006046341625854299
PenaltiesTaken,0.005950893859786037
Rel CF%_sd,0.00592601404984327
OT_Losses_Lead2P,0.005897191360234253
ZSR_sd,0.005541090314080835
ixGF/60_max.TO.Rel CF%_max,0.005464403288627837
CF_max,0.005416119698432895
WAR.TOI_median,0.005294418157499556
TOI% QoC_sd,0.005250394626966364
CF% QoC_max,0.005138786395861279
PenaltyMinsPG,0.005026586045408712
ELORating_Q4,0.005003475416718859
AveragePenaltyDiff_PerGame,0.0048196704977044365
ixGF/60_mean,0.004817767005851737
SCA,0.004717559164256977
HighDangerSC_Percent,0.004402096275254248
SRS,0.004326226186826934
GS_max,0.004304406435883124
TOI% QoT_max,0.004233746676005758
GAR.TOI_max,0.004111598003021647
WAR.TOI_max,0.003924475563401569
CF% QoT_mean,0.0034827099654323045
xGF.60,0.003468675670809938
Rel CF%_mean,0.003402814680600222
ELORating,0.0033931002332982826
GoalsAgainst,0.00333284828619923
MissesPercentage_Last20,0.0030790440579753346
xGA.60,0.003077840874950415
ixGF/60_max,0.003000086254228062
RPI,0.0028904099599555487
P1/60_mean,0.0028865128242144527
ixGF/60_sd,0.002826407115083498
PlayerPoints,0.0027668197598641193
WeightedGoalieSavePercntage,0.0027169311147725683
P1_mean,0.002704507524759919
CF_sd,0.0026475595942587475
GAR.TOI_median,0.0024318448749428502
GS_max_log,0.002403084602254812
P1_max,0.0021343120408217585
P1/60_max,0.0021102932517686325
RegularSeasonWinPercentage_x_Points,0.0018964145027610853
PowerPlayGoals,0.00184831618660186
RegularSeasonWinPercentage_x_PointsPercentageofMax,0.0018476032556497528
iCF/60_mean,0.0018251275015583623
RegularSeasonWinPercentage_x_PointsPercentage,0.0017734488293775603
GoalDiff,0.00174597494402693
CA_Per60Team,0.001681804581304977
GS_sd,0.0016664649342710025
SCF,0.0015648316001229832
WAR.TOI_mean,0.0014038385309024953
CF_mean,0.0013121559381124009
Fenwick,0.001140588947702712
P1_sd,0.001074223234247584
P1/60_sd,0.0010581888077916776
ShotPercentage,0.0010546692556524823
GAR.TOI_mean,0.001004462612718555
GAR.TOI_sd,8.960445002226652e-4
CF_Per60Team,8.704027718615489e-4
WAR.TOI_sd,7.346238825787725e-4
RegularSeasonWinPercentage,6.449090191014973e-4
CF% QoT_max,6.254308933998159e-4
AverageGoalDiff_PerGame,5.856097833140449e-4
GoalsFor,5.650856485174131e-4
PointsPercentageofMax,4.172970802933288e-4
Points,3.908970725510995e-4
PointsPercentage,3.6326537038846993e-4
GS_mean,1.3912687174914517e-4
GS/60_mean,5.057169816214491e-5
CF._Team,3.194700978151693e-5
