"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Alex Bolduc","10-11","VAN","C","24","162.88","2","2","4","4","1.47","1.47","2.27","0.84","113","173","-60","39.51","-13.6","6","5","1","54.55","-10.24","4.77","7.37","-2.6","39.29","-14.21","5","6","1","28","10.31","1.48","0.55","10","102.69","30.61","14.7","25.9","49.51","27.62","50"
"Alex Burmistrov","10-11","ATL","C","74","845.73","6","10","16","11","1.14","0.78","11.62","0.82","680","785","-105","46.42","-1.51","26","35","-9","42.62","-5.08","25.65","34.89","-9.24","42.37","-5.29","11","20","9","156","11.07","6.7","0.48","7.14","98.77","56.06","23.91","28.25","48.03","28.41","49.89"
"Alex Burrows","10-11","VAN","L","72","954.3","22","19","41","25","2.58","1.57","48.99","3.08","966","805","161","54.55","3.08","52","33","19","61.18","6.15","41.66","37.31","4.35","52.75","4.08","22","25","3","227","14.27","14.86","0.93","17.32","102.72","71.99","28.43","32.14","53.84","30","49.63"
"Alex Edler","10-11","VAN","D","51","866.52","3","10","13","9","0.9","0.62","24.14","1.67","892","802","90","52.66","1.25","44","28","16","61.11","4.86","34.8","31.39","3.41","52.58","1.34","8","4","-4","166","11.49","3.53","0.24","4.05","102.91","58.93","36.89","28.8","52.72","29.24","49.5"
"Alexei Ponikarovsky","10-11","L.A","L","61","646.32","4","8","12","9","1.11","0.84","17.14","1.59","583","535","48","52.15","1.09","19","17","2","52.78","-4.03","21.57","19.1","2.47","53.04","2.02","17","10","-7","141","13.09","5.77","0.54","4.82","100.5","52.44","22.62","29.16","49.52","28.85","49.71"
"Alex Frolov","10-11","NYR","L","43","509.53","6","8","14","11","1.65","1.3","16.06","1.89","473","473","--","50","2.76","18","12","6","60","9.58","23.83","20.18","3.65","54.15","4.69","3","3","--","100","11.78","6.59","0.78","9.38","102.49","51.6","25.57","29.44","48.15","28.8","49.57"
"Alex Giroux","10-11","EDM","L","8","88.73","1","1","2","1","1.35","0.68","2.66","1.8","78","73","5","51.66","1.33","3","4","-1","42.86","22.86","3.52","3.72","-0.2","48.62","2.89","--","3","3","18","12.17","1.01","0.68","11.11","98.81","50","25.08","29.44","46.05","28.72","50"
"Alex Goligoski","10-11","PIT/ DAL","D","83","1293.35","6","11","17","10","0.79","0.46","32.1","1.49","1267","1143","124","52.57","2.11","64","45","19","58.72","10.79","49.93","46.36","3.57","51.85","2.71","15","11","-4","243","11.27","5.01","0.23","5.56","101.83","56.6","34.46","27.38","51.4","29.01","49.65"
"Alex Kovalev","10-11","OTT/ PIT","R","74","966.92","9","12","21","18","1.3","1.12","22.24","1.38","897","886","11","50.31","-2.02","32","37","-5","46.38","1.3","34.68","38.64","-3.96","47.3","-3.7","12","9","-3","203","12.6","8.63","0.54","8.49","99.6","53.18","27.88","30.1","51.65","29.12","49.9"
"Alex Ovechkin","10-11","WSH","L","78","1231.42","17","30","47","38","2.29","1.85","64.14","3.13","1324","1132","192","53.91","4.11","56","41","15","57.73","8.94","54.76","42.7","12.06","56.19","6.82","17","28","11","478","23.29","17.6","0.86","7.39","101.01","50.93","33.53","31.27","49.3","29.76","49.79"
"Alex Picard","10-11","MTL","D","43","617.53","1","5","6","5","0.58","0.49","20.5","1.99","691","490","201","58.51","8.87","23","22","1","51.11","-1.02","26.17","19.89","6.28","56.82","6.95","4","8","4","100","9.72","1.9","0.18","2.38","97.67","52.54","30.77","27.15","49.68","28.39","49.05"
"Alex Pietrangelo","10-11","STL","D","79","1272.37","7","18","25","15","1.18","0.71","43.15","2.03","1239","1037","202","54.44","3.16","66","47","19","58.41","12.25","48.48","40.31","8.17","54.6","4.4","5","11","6","233","10.99","4.66","0.22","6.14","101.18","55.11","33.92","28.38","50.44","29.23","49.93"
"Alex Plante","10-11","EDM","D","3","41.52","--","--","--","--","--","--","0.38","0.55","46","37","9","55.42","7.49","1","3","-2","25","-15","1.31","1.88","-0.57","41.07","-9.32","4","2","-2","6","8.67","0.07","0.1","--","88.85","37.04","30.31","26.68","46.13","28.77","49.38"
"Alex Semin","10-11","WSH","R","64","846.95","18","14","32","28","2.27","1.98","41.24","2.92","880","746","134","54.12","4.03","45","25","20","64.29","19.12","33.03","25.97","7.06","55.98","4.59","20","9","-11","316","22.39","11.83","0.84","13.14","104.1","53.89","28.26","30.67","50.95","29.37","50.01"
"Alex Steen","10-11","STL","C","72","1045.55","16","18","34","27","1.95","1.55","48.48","2.78","1053","805","248","56.67","6.59","41","44","-3","48.24","0.11","39.76","35.03","4.73","53.16","3.95","11","20","9","299","17.16","12.15","0.7","11.11","97.62","54.34","30.7","30.21","49.83","29.34","50.04"
"Alex Sulzer","10-11","NSH/ FLA","D","40","589.53","1","2","3","3","0.31","0.31","6.25","0.64","517","519","-2","49.9","0.23","16","21","-5","43.24","3.05","21.75","22.54","-0.79","49.11","-0.6","3","7","4","72","7.33","1.25","0.13","3.57","99.11","53.4","31.06","26.86","49.33","28.65","50.38"
"Alex Tanguay","10-11","CGY","L","79","1099.18","17","27","44","36","2.4","1.97","39.95","2.18","994","993","1","50.03","-2.55","60","48","12","55.56","5.56","39.16","34.39","4.77","53.24","0.03","9","12","3","132","7.21","8.33","0.45","20.99","101.65","55.08","29.95","31.89","52","30.15","49.64"
"Alex Urbom","10-11","N.J","D","8","95.32","1","--","1","1","0.63","0.63","1.82","1.15","77","69","8","52.74","0.34","1","3","-2","25","-9.78","2.86","2.26","0.6","55.86","5.36","--","2","2","16","10.07","0.38","0.24","20","93.7","55.26","25.23","27.39","52.07","28.1","49.71"
"Alex Vasyunov","10-11","N.J","L","18","199.93","1","4","5","5","1.5","1.5","7.08","2.12","159","121","38","56.79","4.02","6","6","--","50","14.58","6.14","4.97","1.17","55.27","3","--","2","2","31","9.3","1.24","0.37","5.88","97.89","53.92","23.03","30.48","51.44","28.78","49.26"
"Andreas Engqvist","10-11","MTL","C","3","22.18","--","--","--","--","--","--","-0.12","-0.32","13","16","-3","44.83","-10.34","--","--","--","--","--","0.2","0.52","-0.32","27.78","-26.13","--","--","--","4","10.82","0.03","0.08","--","100","40","15.81","27.38","49.41","28.49","48.65"
"Andreas Lilja","10-11","ANA","D","52","714.27","1","4","5","2","0.42","0.17","-6.8","-0.57","487","719","-232","40.38","-5.51","14","31","-17","31.11","-24.02","18.16","29.63","-11.47","38","-6.96","11","3","-8","56","4.7","1.06","0.09","3.57","97.1","50.58","29.35","27.85","44.64","28.83","49.97"
"Andreas Nodl","10-11","PHI","R","67","809.37","8","10","18","14","1.33","1.04","21.7","1.61","766","776","-10","49.68","0.29","31","24","7","56.36","2.48","35.29","32.45","2.84","52.1","1.8","5","12","7","134","9.93","9.28","0.69","8.99","101.3","44.92","26.08","30.77","49.92","29.23","50.28"
"Andreas Thuresson","10-11","NSH","R","3","30.43","--","--","--","--","--","--","-0.02","-0.04","30","27","3","52.63","6.3","--","1","-1","--","-81.82","0.89","0.95","-0.06","48.37","-5.06","1","--","-1","6","11.83","0.19","0.37","--","94.44","30.77","19.44","27.72","48.01","28.25","49.94"
"Andre Benoit","10-11","OTT","D","8","112.58","--","--","--","--","--","--","0.32","0.17","94","113","-19","45.41","-0.74","3","4","-1","42.86","3.97","4.01","3.21","0.8","55.54","5.49","2","1","-1","21","11.19","0.34","0.18","--","97.63","44.16","31.5","26.37","51.45","28.05","49.57"
"Andrei Kostitsyn","10-11","MTL","L","81","1069.4","12","17","29","24","1.63","1.35","33.35","1.87","1060","1062","-2","49.95","-1.99","41","39","2","51.25","1.25","39.48","43.64","-4.16","47.5","-3.06","10","6","-4","299","16.78","12.52","0.7","7.27","100.66","52.23","28.69","30.48","50.96","29.3","49.99"
"Andrei Loktionov","10-11","L.A","C","19","226.43","4","2","6","6","1.59","1.59","6.96","1.84","196","192","4","50.52","-2.5","8","5","3","61.54","6.82","6.43","7.52","-1.09","46.09","-6.44","1","--","-1","48","12.72","2.09","0.55","17.39","104.16","52.94","25.23","31.72","51.24","29.54","50.03"
"Andrei Markov","10-11","MTL","D","7","116.48","1","1","2","1","1.03","0.52","4","2.06","123","101","22","54.91","1.37","5","3","2","62.5","15.83","4.33","4.2","0.13","50.76","3.82","2","2","--","27","13.91","0.75","0.39","7.14","102.83","56.76","37.08","28.28","50.33","29.27","50.73"
"Andrej Meszaros","10-11","PHI","D","81","1275.55","2","19","21","14","0.99","0.66","28.07","1.32","1252","1253","-1","49.98","1.21","68","42","26","61.82","10.82","54.3","52.73","1.57","50.73","-0.13","17","2","-15","220","10.35","4.86","0.23","2.06","103.71","44.46","34.2","27.96","48.03","28.64","49.9"
"Andrej Sekera","10-11","BUF","D","76","1224.55","3","15","18","9","0.88","0.44","25.45","1.25","1163","1069","94","52.11","2.83","58","42","16","58","8.56","47.21","44.48","2.73","51.49","-0.52","7","4","-3","165","8.08","3.29","0.16","5.17","102.01","54.31","34.34","27.32","49.62","29.19","49.95"
"Andrew Alberts","10-11","VAN","D","42","552.05","1","5","6","5","0.65","0.54","2.27","0.25","454","519","-65","46.66","-6.52","21","22","-1","48.84","-10.29","17.6","19.58","-1.98","47.34","-3.97","20","7","-13","50","5.43","1","0.11","4.76","101.47","41.25","28.48","27.05","51.53","28.87","49.09"
"Andrew Brunette","10-11","MIN","L","82","1095.65","8","16","24","18","1.31","0.99","17.55","0.96","861","1006","-145","46.12","1.2","32","33","-1","49.23","4.3","33.08","36.66","-3.58","47.43","3.25","4","15","11","102","5.59","7.12","0.39","10.96","101.05","51.23","28.63","30.42","45.48","29.9","50.14"
"Andrew Cogliano","10-11","EDM","C","82","1065.35","9","15","24","20","1.35","1.13","14.81","0.83","897","1007","-110","47.11","1.04","31","48","-17","39.24","-3.68","38.48","46.15","-7.67","45.47","1.5","19","11","-8","186","10.48","8.78","0.49","9.78","97.69","47.98","28.25","30.25","45.98","29.16","49.89"
"Andrew Desjardins","10-11","S.J","C","17","115.8","1","2","3","2","1.55","1.04","3.12","1.62","114","108","6","51.35","-2.03","5","6","-1","45.45","-16.45","4.51","3.54","0.97","56.02","-1.74","1","--","-1","22","11.4","0.53","0.27","9.09","95.7","59.65","14.07","26.82","50.6","26.46","48.84"
"Andrew Ebbett","10-11","ARI","C","33","284.83","1","2","3","2","0.63","0.42","4","0.84","259","260","-1","49.9","-0.16","7","8","-1","46.67","-9.72","9.37","11.16","-1.79","45.64","-1.36","2","4","2","40","8.43","2.05","0.43","4.76","99.37","55.06","18.31","28.15","49.62","28.02","50.1"
"Andrew Ference","10-11","BOS","D","70","1077.23","3","10","13","4","0.72","0.22","17.65","0.98","1006","1022","-16","49.61","-1.57","52","35","17","59.77","0.95","37","42.36","-5.36","46.62","-3.91","15","11","-4","162","9.02","3.06","0.17","4.29","103.26","50.84","31.95","27","51.24","28.7","49.76"
"Andrew Gordon","10-11","WSH","R","9","70.62","1","1","2","2","1.7","1.7","2.6","2.21","58","41","17","58.59","5.76","3","5","-2","37.5","-23.37","2.03","1.98","0.05","50.62","-4.79","--","1","1","15","12.74","0.6","0.51","25","95.26","40","17.26","28.42","50.32","28.19","50.01"
"Andrew Hutchinson","10-11","PIT","D","5","61.27","--","--","--","--","--","--","-0.55","-0.54","43","46","-3","48.31","-5.87","--","3","-3","--","-73.33","2.15","1.03","1.12","67.61","9.39","3","--","-3","7","6.85","0.16","0.16","--","88.46","45.45","29.95","26.71","52.83","28.91","48.5"
"Andrew Ladd","10-11","ATL","L","81","1141.32","14","18","32","26","1.68","1.37","35.67","1.88","1201","1133","68","51.46","3.83","46","51","-5","47.42","2.1","49.13","46.65","2.48","51.29","5.2","11","7","-4","237","12.46","11.28","0.59","10.69","98.53","49.49","29.58","30.59","48.45","29.86","50.16"
"Andrew Macdonald","10-11","NYI","D","60","1005.67","2","7","9","5","0.54","0.3","6.97","0.42","886","1050","-164","45.76","0.39","43","41","2","51.19","4.88","38.1","45.85","-7.75","45.38","1.43","7","4","-3","117","6.98","2.1","0.13","4.26","101.27","44.05","35.82","28.3","47.48","29.25","50.22"
"Andrew Murray","10-11","CBJ","C","29","285.45","3","3","6","4","1.26","0.84","9.44","1.98","256","226","30","53.11","2.83","6","6","--","50","1.76","9.15","7.7","1.45","54.3","3.72","2","5","3","63","13.24","2.73","0.57","7.69","99.02","39.19","21.24","28.16","48.89","28.32","49.2"
"Andrey Zubarev","10-11","ATL","D","4","70.73","--","1","1","1","0.85","0.85","0.65","0.55","65","56","9","53.72","-2.75","2","6","-4","25","-20.45","3.06","2.89","0.17","51.43","7.25","2","--","-2","4","3.39","0.06","0.05","--","86.53","69.77","36.12","26.81","49.34","27.8","49.53"
"Andy Greene","10-11","N.J","D","82","1461.58","2","14","16","7","0.66","0.29","19.88","0.82","1194","1126","68","51.47","-1.01","38","61","-23","38.38","-9.21","49.28","47.26","2.02","51.05","-0.78","10","4","-6","153","6.28","2.56","0.11","2.99","95.95","54.44","36.84","27.74","52.61","29.02","49.79"
"Andy Mcdonald","10-11","STL","C","58","854.55","13","16","29","22","2.04","1.54","41.82","2.94","891","725","166","55.14","2.93","45","26","19","63.38","18.05","38.32","28.25","10.07","57.56","6.7","9","6","-3","208","14.6","11.33","0.8","10","102.41","51.88","31.11","30.81","51.52","29.62","49.77"
"Andy Sutton","10-11","ANA","D","39","475.23","--","1","1","1","0.13","0.13","-4.15","-0.52","342","491","-149","41.06","-3.02","16","17","-1","48.48","2.61","15.73","18.2","-2.47","46.36","2.85","25","7","-18","48","6.06","1.25","0.16","--","100.65","54.09","25.42","26.73","43.98","28.13","49.99"
"Anssi Salmela","10-11","N.J","D","48","756.93","--","4","4","1","0.32","0.08","4.25","0.34","558","594","-36","48.44","-6.47","19","28","-9","40.43","-13.18","21.05","24.82","-3.77","45.89","-9.2","6","3","-3","87","6.9","1.89","0.15","--","97.77","56.75","32.1","28.53","53.25","29.08","49.83"
"Anthony Stewart","10-11","ATL","R","80","1018.12","8","18","26","18","1.53","1.06","18.95","1.12","883","1002","-119","46.84","-2.26","42","51","-9","45.16","-0.38","37.46","42.37","-4.91","46.92","-0.83","14","9","-5","180","10.61","10.25","0.6","7.48","99.18","54.77","26.69","30.23","49.49","29.26","50.04"
"Antoine Vermette","10-11","CBJ","C","82","1088.95","12","17","29","21","1.6","1.16","37.4","2.06","1064","938","126","53.15","3.15","41","40","1","50.62","5.5","41.7","39.4","2.3","51.42","1.99","20","10","-10","240","13.22","13.92","0.77","9.09","99.47","54.79","28.84","30.1","50.19","29.46","49.93"
"Anton Babchuk","10-11","CAR/ CGY","D","81","1038.65","3","16","19","7","1.1","0.4","28.75","1.66","1070","1003","67","51.62","0.59","50","36","14","58.14","7.04","39.61","36.58","3.03","51.99","-0.26","15","6","-9","207","11.96","3.26","0.19","3.57","101.49","61.71","27.48","26.6","52.38","28.16","49"
"Anton Stralman","10-11","CBJ","D","51","790.07","--","6","6","3","0.46","0.23","11.3","0.86","731","658","73","52.63","2.35","24","34","-10","41.38","-5.82","27.91","29.02","-1.11","49.03","-0.48","5","4","-1","109","8.28","1.93","0.15","--","96.99","52.58","33.68","28.12","50.77","28.99","49.83"
"Anton Volchenkov","10-11","N.J","D","57","877.22","--","6","6","4","0.41","0.27","14","0.96","723","677","46","51.64","-1.49","31","31","--","50","10.33","32.06","25.82","6.24","55.39","3.31","13","4","-9","122","8.34","2.55","0.17","--","98.52","52.43","31.7","27.37","52.11","28.67","49.53"
"Antti Miettinen","10-11","MIN","R","73","904.48","7","11","18","11","1.19","0.73","17.61","1.17","743","797","-54","48.25","4.06","25","28","-3","47.17","2.45","28.18","28.18","--","50","6.36","12","9","-3","207","13.73","8.14","0.54","5.83","99.95","51.99","26.54","30.75","43.95","29.91","50.01"
"Anze Kopitar","10-11","L.A","C","75","1113.8","17","33","50","39","2.69","2.1","60.62","3.27","1135","970","165","53.92","3.41","62","32","30","65.96","19.85","45.31","36.91","8.4","55.11","4.63","9","15","6","267","14.38","14.97","0.81","11.26","104.41","51.58","31.68","31","49.21","29.93","49.91"
"Arron Asham","10-11","PIT","R","44","418.25","5","6","11","9","1.58","1.29","10.62","1.52","335","369","-34","47.59","-5.12","14","15","-1","48.28","-6.2","13.29","13.9","-0.61","48.88","-2.87","13","10","-3","81","11.62","4.01","0.58","8.33","99.06","58.22","20.91","28.82","52.88","28.24","49.44"
"Artem Anisimov","10-11","NYR","C","82","1030.22","14","20","34","25","1.98","1.46","37.3","2.17","926","924","2","50.05","1.24","44","37","7","54.32","2.85","48.88","40.06","8.82","54.96","2.32","9","14","5","261","15.2","16.04","0.93","9.4","101.08","49.58","26.9","31.28","48.11","29.68","50.23"
"Arturs Kulda","10-11","ATL","D","2","22","--","--","--","--","--","--","0.18","0.49","29","25","4","53.7","9.08","1","3","-2","25","-15","1.85","1.18","0.67","61.06","20.51","1","1","--","4","10.91","0.09","0.25","--","77.99","69.23","26.85","26.67","47.37","28.2","47.8"
"Barret Jackman","10-11","STL","D","60","1033.1","--","8","8","2","0.46","0.12","15","0.87","936","907","29","50.79","-1.44","46","44","2","51.11","1.11","38.15","36.61","1.54","51.03","0.04","14","15","1","139","8.07","1.99","0.12","--","99.68","43.76","36.25","28.68","52.31","29.46","50.2"
"Ben Eager","10-11","ATL/ S.J","L","68","703.82","7","9","16","13","1.36","1.11","12.66","1.08","608","713","-105","46.03","-5.49","23","19","4","54.76","-0.63","24.42","27.49","-3.07","47.04","-6.68","27","19","-8","134","11.42","6.89","0.59","8.64","101.56","49.86","21.53","28.43","50.23","28.07","49.96"
"Ben Holmstrom","10-11","PHI","C","2","12.72","--","--","--","--","--","--","-0.21","-0.99","8","12","-4","40","-17.45","--","1","-1","--","-50","0.19","0.7","-0.51","21.35","-31.63","1","2","1","--","--","--","--","--","87.5","60","15.75","28.41","49.01","27.21","49.65"
"Ben Lovejoy","10-11","PIT","D","47","637.68","3","10","13","10","1.22","0.94","19.32","1.82","633","567","66","52.75","-1.84","29","20","9","59.18","10.15","23.2","23.27","-0.07","49.92","-4.29","16","9","-7","128","12.04","2.25","0.21","5.45","102.1","52.68","29.64","27.44","52.69","28.64","49.63"
"Ben Maxwell","10-11","ATL","C","12","128.55","1","1","2","1","0.93","0.47","2.29","1.07","119","102","17","53.85","-2.43","2","8","-6","20","-25.71","4.72","5.5","-0.78","46.18","-6.84","3","4","1","17","7.93","1.01","0.47","9.09","88.95","62.32","22.25","28.91","48.87","27.89","49.31"
"Benn Ferriero","10-11","S.J","R","33","394.72","4","4","8","7","1.22","1.06","15.01","2.28","407","329","78","55.3","4.26","17","9","8","65.38","22.36","18.08","13.03","5.05","58.12","5.23","3","5","2","101","15.35","4.12","0.63","8.33","102.73","51.19","24.87","29.99","52.93","28.86","49.29"
"Benoit Pouliot","10-11","MTL","L","79","828.57","12","17","29","24","2.1","1.74","36.01","2.61","897","739","158","54.83","4.17","35","32","3","52.24","3.02","31.74","28.94","2.8","52.31","3.01","28","15","-13","193","13.98","8.61","0.62","10.62","99.42","51.36","22.75","28.15","49.72","28.51","49.62"
"Ben Smith","10-11","CHI","R","6","79.12","1","--","1","1","0.76","0.76","0.98","0.74","55","69","-14","44.35","-12.35","3","1","2","75","34.26","2.91","2.13","0.78","57.74","3.16","--","--","--","6","4.55","0.37","0.28","20","104.91","63.64","26.03","29.76","52.04","28.94","49.7"
"Bill Thomas","10-11","FLA","R","23","187.2","4","3","7","5","2.24","1.6","7.64","2.45","155","158","-3","49.52","2.39","7","6","1","53.85","0.9","6.64","6.38","0.26","51","0.03","3","3","--","45","14.42","2.53","0.81","12.5","100.81","46.67","17.17","26.88","50.58","28.31","50.62"
"B J..crombeen","10-11","STL","R","80","866.37","6","7","13","7","0.9","0.48","10.44","0.72","765","797","-32","48.98","-4.32","24","45","-21","34.78","-20.36","27.45","31.79","-4.34","46.34","-6.54","31","22","-9","194","13.44","7.48","0.52","5.77","95.5","49.08","22.85","29.38","51.65","28.89","49.86"
"Blair Betts","10-11","PHI","C","75","499.65","3","4","7","3","0.84","0.36","0.36","0.04","333","485","-152","40.71","-9.6","9","20","-11","31.03","-27.33","11.26","19.19","-7.93","36.98","-15.85","4","4","--","69","8.29","3.7","0.44","7.89","96.2","27.12","14.52","26.22","49","27.98","49.63"
"Blair Jones","10-11","T.B","C","18","142.88","1","2","3","3","1.26","1.26","5.36","2.25","126","101","25","55.51","4.94","4","6","-2","40","-7.92","4.28","3.69","0.59","53.7","-2.08","--","3","3","31","13.02","1.31","0.55","5.26","95.8","66.15","17.37","28.06","50.76","27.69","49.34"
"Blake Comeau","10-11","NYI","L","77","1015.97","16","15","31","28","1.83","1.65","24.36","1.44","875","1006","-131","46.52","0.72","36","48","-12","42.86","0.07","35.02","48.51","-13.49","41.93","-3.04","11","13","2","272","16.06","10.87","0.64","12.12","98.18","42.33","28.54","29.43","45.34","28.87","49.97"
"Blake Geoffrion","10-11","NSH","C","20","162.55","6","2","8","6","2.95","2.21","7.23","2.67","121","139","-18","46.54","-0.48","9","5","4","64.29","3.63","6.42","5","1.42","56.22","4.34","2","2","--","35","12.92","2.23","0.82","25","105.83","58.33","16.61","27.39","48.66","27.33","49.17"
"Blake Wheeler","10-11","BOS/ ATL","R","81","1048.03","18","19","37","29","2.12","1.66","43.68","2.5","1090","1000","90","52.15","0.66","46","35","11","56.79","4.06","46.82","41.63","5.19","52.93","4.83","17","8","-9","245","14.03","12.91","0.74","11.54","101.1","53.31","27.13","30.18","49.63","29.11","50.02"
"Bobby Butler","10-11","OTT","R","36","462.15","9","6","15","11","1.95","1.43","12.98","1.69","439","454","-15","49.16","-0.27","19","31","-12","38","-11.33","18.38","20.59","-2.21","47.16","-2.27","5","4","-1","96","12.46","4.91","0.64","14.52","96.56","48.96","27.16","30.36","49.8","29.5","49.93"
"Bobby Ryan","10-11","ANA","R","82","1295.05","24","28","52","42","2.41","1.95","52.71","2.44","1146","1221","-75","48.42","6.22","70","53","17","56.91","18.12","49.55","49.5","0.05","50.03","9.21","18","27","9","317","14.69","15.88","0.74","11.88","103.08","52.53","33.61","32.95","42.2","30.01","50.23"
