"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Adam Mcquaid","13-14","BOS","D","30","418.27","1","5","6","3","0.86","0.43","8.18","1.17","366","359","7","50.48","-2.52","20","10","10","66.67","9.13","14.69","10.95","3.74","57.29","3.54","19","11","-8","56","8.03","0.56","0.08","4","105.01","49.49","28.97","26.84","53.76","28.51","50.09"
"Adam Pardy","13-14","WPG","D","60","797.37","--","6","6","2","0.45","0.15","13.35","1","730","632","98","53.6","3.61","30","26","4","53.57","6.06","32.78","26.4","6.38","55.39","4.5","17","8","-9","98","7.37","2.08","0.16","--","99.77","58.94","28.08","26.93","47.65","28.02","49.37"
"Adam Payerl","13-14","PIT","C","2","18.28","--","--","--","--","--","--","-0.5","-1.64","12","24","-12","33.33","-15.62","--","1","-1","--","-33.33","0.31","0.57","-0.26","35.23","-15.98","1","--","-1","5","16.41","0.21","0.69","--","92.31","62.5","18.11","27.27","46.92","27.79","48.91"
"Alec Martinez","13-14","L.A","D","61","785.43","7","6","13","9","0.99","0.69","26.18","2","766","595","171","56.28","-0.27","31","18","13","63.27","5.13","28.74","21.9","6.84","56.75","1.31","5","5","--","146","11.15","3.78","0.29","14.89","102.21","56.54","27.42","26.77","55.18","28.34","49.03"
"Aleksander Barkov","13-14","FLA","C","54","713.18","4","13","17","14","1.43","1.18","20.18","1.7","681","617","64","52.47","1.48","28","33","-5","45.9","0.25","28.62","24.28","4.34","54.1","4.8","4","5","1","101","8.5","4.85","0.41","6.06","98.01","52.07","27.96","30.74","50.76","29.38","49.73"
"Ales Hemsky","13-14","EDM/ OTT","R","75","959.48","11","16","27","20","1.69","1.25","27.49","1.72","888","903","-15","49.58","2.71","39","45","-6","46.43","4.3","36.77","37.51","-0.74","49.5","4.36","11","12","1","200","12.51","10.29","0.64","9.02","98.74","47.78","27.28","30.6","45.91","29.32","50.08"
"Alex Burrows","13-14","VAN","L","49","640.67","3","5","8","6","0.75","0.56","19.34","1.81","691","534","157","56.41","5.22","16","22","-6","42.11","-3.7","25.91","21.62","4.29","54.51","3.85","17","18","1","159","14.89","7.37","0.69","3.8","96.4","60.58","27.99","31.65","51.3","29.48","49.93"
"Alex Chiasson","13-14","DAL","R","79","847","6","14","20","13","1.42","0.92","16.66","1.18","763","776","-13","49.58","-1.46","32","48","-16","40","-15.5","32.56","35.34","-2.78","47.95","-3.8","11","9","-2","174","12.33","10.08","0.71","7.5","96.92","55.26","22.79","29.28","50.64","28.79","49.75"
"Alex Edler","13-14","VAN","D","63","1065.92","3","6","9","4","0.51","0.23","19.64","1.11","1091","993","98","52.35","-0.46","19","43","-24","30.65","-23.25","38.41","39.06","-0.65","49.58","-3.05","19","8","-11","268","15.09","4.21","0.24","2.52","95.27","49.85","36.21","29.01","51.01","29.23","50.05"
"Alexei Emelin","13-14","MTL","D","59","950.7","2","10","12","4","0.76","0.25","5.42","0.34","828","1035","-207","44.44","-2.38","33","33","--","50","0.75","35.08","40.17","-5.09","46.62","-0.89","19","16","-3","116","7.32","2.02","0.13","3.92","100.99","40.17","34.5","28.57","47.48","29.25","50.26"
"Alexey Marchenko","13-14","DET","D","1","12.4","--","--","--","--","--","--","0.15","0.73","12","12","--","50","14.56","2","--","2","100","--","1.04","0.83","0.21","55.61","20.01","1","--","-1","--","--","--","--","--","122.22","50","29.64","27.26","50.5","28.05","50.66"
"Alex Galchenyuk","13-14","MTL","C","65","777.63","8","10","18","16","1.39","1.23","13.76","1.06","723","810","-87","47.16","0.32","23","38","-15","37.7","-17.07","29.26","28.96","0.3","50.26","1.46","12","14","2","144","11.11","7.72","0.6","9.76","97.05","50","25.92","30.63","47.33","29.12","49.79"
"Alex Goligoski","13-14","DAL","D","81","1392.27","3","19","22","14","0.95","0.6","29.02","1.25","1324","1276","48","50.92","0.62","61","50","11","54.95","5.48","58.16","55.2","2.96","51.31","0.9","10","6","-4","178","7.67","4.18","0.18","3.7","100.99","48.13","36.51","27.84","50.87","29.56","50.08"
"Alex Grant","13-14","ANA","D","2","23.83","2","--","2","2","5.04","5.04","2.45","6.17","30","20","10","60","8.74","3","--","3","100","50","1.16","0.89","0.27","56.59","5.13","1","--","-1","7","17.62","0.06","0.15","100","115.79","72.73","23.9","26.34","50.34","27.9","49.79"
"Alex Khokhlachev","13-14","BOS","C","1","14.53","--","--","--","--","--","--","-0.27","-1.11","7","12","-5","36.84","1.29","--","--","--","--","--","0.32","0.72","-0.4","30.77","10.77","1","--","-1","2","8.26","0.18","0.74","--","100","33.33","27.09","29.21","55.34","28.25","54.62"
"Alex Killorn","13-14","T.B","C","82","1142.53","11","18","29","18","1.52","0.95","34.82","1.83","1060","989","71","51.73","1.04","51","40","11","56.04","2.85","39.15","40.19","-1.04","49.34","-2.11","21","14","-7","242","12.71","10.39","0.55","7.97","101.35","52.17","29.43","29.6","50.92","29.34","49.8"
"Alex Ovechkin","13-14","WSH","L","78","1123.8","20","9","29","27","1.55","1.44","33.52","1.79","1110","1142","-32","49.29","2.4","33","61","-28","35.11","-16.27","39.27","48.39","-9.12","44.8","-4.44","16","20","4","452","24.13","15.52","0.83","8.97","96.31","59.37","30.22","31","47.35","29.7","49.88"
"Alex Petrovic","13-14","FLA","D","7","81.22","--","--","--","--","--","--","-0.25","-0.18","61","77","-16","44.2","-3.99","6","4","2","60","20.87","2.23","2.74","-0.51","44.87","-9.09","4","2","-2","11","8.13","0.18","0.13","--","110.02","46.67","24.12","25.72","50.52","28.26","50.37"
"Alex Pietrangelo","13-14","STL","D","81","1440.15","5","23","28","17","1.17","0.71","47.9","2","1459","1208","251","54.71","2.56","72","48","24","60","6.91","58.97","46.1","12.87","56.12","3.02","8","8","--","296","12.33","5.15","0.21","4.39","102.11","52.3","38","28.99","50.85","29.7","50.09"
"Alex Semin","13-14","CAR","R","65","972.78","12","14","26","22","1.6","1.36","41.53","2.56","1117","907","210","55.19","6.4","42","35","7","54.55","12.48","44.36","38.8","5.56","53.34","6.32","15","12","-3","330","20.35","12.01","0.74","8.16","100.29","59.46","31.18","31.1","49.05","29.77","49.57"
"Alex Steen","13-14","STL","C/L","68","947.52","24","11","35","30","2.22","1.9","51.95","3.29","995","744","251","57.22","5.36","47","36","11","56.63","3.38","39.77","28.54","11.23","58.22","6.51","20","31","11","274","17.35","13.79","0.87","17.78","99.18","49.03","29.82","31.62","52.18","30.07","50.08"
"Alex Sulzer","13-14","BUF","D","25","376.07","--","--","--","--","--","--","-4.33","-0.69","291","418","-127","41.04","-4.2","8","11","-3","42.11","-6.11","12.66","15.95","-3.29","44.25","-1.88","4","1","-3","38","6.06","0.52","0.08","--","100.12","46.03","32.24","27.9","44.44","29.03","50.28"
"Alex Tanguay","13-14","COL","L","16","202.07","3","5","8","4","2.38","1.19","7.84","2.33","172","174","-2","49.71","3.56","13","5","8","72.22","5.56","7.69","7.01","0.68","52.31","4.31","1","1","--","25","7.42","1.43","0.42","16.67","107.17","43.36","27.48","32.19","47.24","29.74","49.27"
"Alex Urbom","13-14","WSH","D","20","250.9","1","--","1","1","0.24","0.24","-0.32","-0.08","202","258","-56","43.91","-8.27","8","7","1","53.33","1.41","8.17","9.85","-1.68","45.34","-6.55","3","2","-1","33","7.89","0.74","0.18","6.67","102.81","51.15","26.91","26.85","48.35","28.66","48.65"
"Anders Lee","13-14","NYI","C","22","276.95","6","4","10","8","2.17","1.73","12.79","2.77","272","228","44","54.4","5.3","13","10","3","56.52","16.9","13.86","9.78","4.08","58.63","8.57","5","1","-4","74","16.03","5.75","1.25","12.24","100.39","51.98","26.73","30.35","49.81","29.37","49.76"
"Andre Benoit","13-14","COL","D","79","1201.07","5","8","13","9","0.65","0.45","10.75","0.54","1024","1184","-160","46.38","-0.59","47","47","--","50","-6.06","37.89","46.72","-8.83","44.78","-2.4","8","6","-2","165","8.24","3.16","0.16","6.76","100.98","48.69","31.7","27.87","46.8","28.78","49.9"
"Andrei Loktionov","13-14","N.J/ CAR","C","68","767.15","5","11","16","14","1.25","1.09","22.59","1.77","660","541","119","54.95","3.2","29","27","2","51.79","3.64","28.77","23.86","4.91","54.66","2.4","5","6","1","131","10.25","6.76","0.53","7.69","99.58","62.83","23.54","29.33","52.47","28.59","49.77"
"Andrei Markov","13-14","MTL","D","81","1378.5","3","13","16","14","0.7","0.61","22.12","0.96","1326","1360","-34","49.37","4.2","53","45","8","54.08","8.35","55.97","53.42","2.55","51.17","4.72","8","6","-2","165","7.18","2.83","0.12","3.8","101.18","43.27","36.63","28.59","45.39","29.21","49.87"
"Andrej Meszaros","13-14","PHI/ BOS","D","52","784.25","6","14","20","13","1.53","0.99","18.55","1.42","698","746","-48","48.34","-1.38","37","31","6","54.41","11.05","27.36","31.89","-4.53","46.18","-2.15","13","5","-8","151","11.55","2.93","0.22","8.82","102.64","56.24","32.69","27.5","50.41","28.55","49.66"
"Andrej Sekera","13-14","CAR","D","74","1281.82","5","15","20","9","0.94","0.42","28.32","1.33","1328","1249","79","51.53","1.65","59","57","2","50.86","4.1","55.2","58.1","-2.9","48.72","-0.47","8","5","-3","208","9.74","4.59","0.21","5.38","100.54","52.27","36.2","28.81","50.43","29.59","49.82"
"Andrej Sustr","13-14","T.B","D","43","601.1","1","3","4","1","0.4","0.1","6.08","0.61","533","520","13","50.62","-1.74","16","19","-3","45.71","-15.74","18.22","20.83","-2.61","46.66","-6.81","8","1","-7","73","7.29","1.19","0.12","2.56","99.14","46.84","29.84","28.13","50.5","28.74","50.17"
"Andrew Alberts","13-14","VAN","D","10","70.12","--","--","--","--","--","--","0.32","0.27","57","65","-8","46.72","-1.65","2","2","--","50","-15.38","2.15","3.01","-0.86","41.67","-8.94","--","--","--","13","11.12","0.17","0.15","--","103.57","37.5","14.24","28.06","50.68","27.76","49.2"
"Andrew Campbell","13-14","L.A","D","3","36.67","--","--","--","--","--","--","0.25","0.41","33","38","-5","46.48","-14.65","1","1","--","50","-12.5","1.18","1.81","-0.63","39.46","-27.7","--","1","1","7","11.45","0.34","0.56","--","100.62","59.26","23.14","25.79","55.69","27.61","46.97"
"Andrew Cogliano","13-14","ANA","C","82","1036.53","15","16","31","23","1.79","1.33","29.05","1.68","902","981","-79","47.9","-2.59","39","38","1","50.65","-10.26","36.29","40.06","-3.77","47.53","-5.27","10","15","5","217","12.56","12.16","0.7","11.81","100.76","48.3","27.11","29.35","47.92","29.55","50.3"
"Andrew Desjardins","13-14","S.J","C","81","782.02","3","12","15","8","1.15","0.61","18.02","1.38","678","672","6","50.22","-4.21","17","25","-8","40.48","-14.99","25.29","23.16","2.13","52.2","-6.17","19","24","5","145","11.13","6.29","0.48","3.57","97.57","52.2","20.11","27.75","52.47","27.78","49.11"
"Andrew Ebbett","13-14","PIT","C","9","89.73","--","1","1","1","0.67","0.67","-0.45","-0.3","57","88","-31","39.31","-14.51","1","5","-4","16.67","-33.33","1.84","3.04","-1.2","37.7","-13.27","--","1","1","16","10.7","0.51","0.34","--","93.07","48.15","20.35","28.23","46.63","28.09","49.02"
"Andrew Ference","13-14","EDM","D","71","1203.7","2","9","11","5","0.55","0.25","-3.27","-0.16","969","1283","-314","43.03","-2.82","40","56","-16","41.67","1.32","36.84","56.05","-19.21","39.66","-7.78","21","13","-8","129","6.43","2.17","0.11","2.99","99.68","45.99","36.21","28.55","45.04","29.23","50.3"
"Andrew Ladd","13-14","WPG","L","78","1078.13","17","19","36","26","2","1.45","43.58","2.43","1123","992","131","53.1","4.67","50","43","7","53.76","8.22","48.4","43.42","4.98","52.71","2.64","12","9","-3","247","13.75","14.26","0.79","12.06","100.36","51.11","29.2","31.64","49.13","29.88","50.32"
"Andrew Macdonald","13-14","NYI/ PHI","D","82","1477.6","2","11","13","4","0.53","0.16","2.85","0.12","1208","1508","-300","44.48","-8.06","48","63","-15","43.24","-4.56","51.3","63.52","-12.22","44.68","-5.18","20","13","-7","155","6.29","2.65","0.11","4","99.63","47.65","38.12","28.44","50.95","29.22","50.25"
"Andrew Shaw","13-14","CHI","C","80","980.98","14","13","27","18","1.65","1.1","41.17","2.52","994","758","236","56.74","1.72","53","38","15","58.24","4.4","43.62","31.95","11.67","57.72","3.12","19","19","--","193","11.8","13.41","0.82","11.86","100.84","67.66","25.31","29.21","53.84","28.39","49.46"
"Andy Greene","13-14","N.J","D","82","1428.05","3","10","13","5","0.55","0.21","30.85","1.3","1222","948","274","56.31","3.03","47","52","-5","47.47","0.01","52.97","37.15","15.82","58.78","4.8","15","9","-6","238","10","4.47","0.19","3.33","97.4","47.88","36.37","28.04","52.35","29.38","49.79"
"Andy Miele","13-14","ARI","C","7","61.18","--","2","2","--","1.96","--","1.48","1.45","56","71","-15","44.09","-0.89","5","1","4","83.33","30","1.62","3.15","-1.53","33.96","-8.47","1","2","1","9","8.83","0.2","0.2","--","116.67","64.86","18.38","29.1","50.5","28.47","50.99"
"Anthony Peluso","13-14","WPG","R","53","301.95","1","3","4","3","0.79","0.6","1.22","0.24","216","256","-40","45.76","-6.2","9","15","-6","37.5","-11.42","9.71","11.45","-1.74","45.89","-7.55","14","11","-3","30","5.96","2.68","0.53","4.35","96.92","55.41","11.89","25.64","48.43","27.08","49.06"
"Antoine Roussel","13-14","DAL","L","81","906.92","13","13","26","20","1.72","1.32","30.09","1.99","936","852","84","52.35","2.39","33","35","-2","48.53","-4.8","39","33.48","5.52","53.81","3.59","42","33","-9","203","13.43","12.24","0.81","12.15","98.79","41.54","23.78","29.27","49.14","28.82","49.9"
"Antoine Vermette","13-14","ARI","C","82","1096.83","12","13","25","22","1.37","1.2","26.57","1.45","952","1017","-65","48.35","-3.06","39","31","8","55.71","6.71","34.89","41.98","-7.09","45.39","-2.57","15","11","-4","169","9.24","9.69","0.53","11.43","101.73","44.12","28.28","30.76","50.66","29.71","50.18"
"Anton Belov","13-14","EDM","D","57","802.93","1","4","5","2","0.37","0.15","2.02","0.15","669","771","-102","46.46","2.9","29","37","-8","43.94","3.27","29.16","32.94","-3.78","46.96","4.61","11","6","-5","93","6.95","1.56","0.12","2.86","98.7","47.18","30.11","28.03","44.07","28.64","49.99"
"Anton Lander","13-14","EDM","C","27","282.97","--","--","--","--","--","--","-2.11","-0.45","210","266","-56","44.12","0.15","4","14","-10","22.22","-24.12","7.2","12.02","-4.82","37.46","-4.49","2","7","5","32","6.79","1.32","0.28","--","94.27","39.77","22.44","29.35","44.01","28.21","49.83"
"Anton Stralman","13-14","NYR","D","81","1345.77","1","12","13","5","0.58","0.22","32.33","1.44","1349","1052","297","56.18","5.36","51","46","5","52.58","0.83","58.58","46.9","11.68","55.54","5.41","11","8","-3","175","7.8","3.15","0.14","1.12","98.98","50.46","34.94","27.97","49.63","29.11","49.81"
"Anton Volchenkov","13-14","N.J","D","56","712.52","--","6","6","5","0.51","0.42","15.03","1.27","581","468","113","55.39","0.84","22","23","-1","48.89","1.16","25.76","18.98","6.78","57.58","2.88","9","12","3","111","9.35","1.61","0.14","--","98.8","49.86","26.65","27.63","53.47","28.66","49.35"
"Anze Kopitar","13-14","L.A","C","82","1169.18","18","20","38","30","1.95","1.54","68.28","3.5","1320","844","476","61","6.13","56","25","31","69.14","21.11","54.33","34.05","20.28","61.47","9.13","9","15","6","235","12.06","13.6","0.7","12.77","102.63","52.16","30.69","30.71","54.59","29.9","49.83"
"Arron Asham","13-14","NYR","R","6","43.83","--","--","--","--","--","--","-1.77","-2.42","31","48","-17","39.24","-11.88","--","5","-5","--","-28.57","0.97","2.55","-1.58","27.56","-21.95","4","2","-2","2","2.74","0.03","0.04","--","78.26","24","15.14","28","50.25","27.9","51.17"
"Artem Anisimov","13-14","CBJ","C","81","945.27","17","12","29","24","1.84","1.52","32.7","2.08","832","813","19","50.58","1.08","38","36","2","51.35","-1.08","32.58","29.74","2.84","52.28","1.52","7","12","5","223","14.15","10.61","0.67","14.78","100.35","45.1","24.96","29.87","49.55","29.01","49.8"
"Barret Jackman","13-14","STL","D","79","1174.6","2","11","13","6","0.66","0.31","22.5","1.15","1042","919","123","53.14","0.04","49","47","2","51.04","-7.39","42.26","36.54","5.72","53.63","-0.65","26","12","-14","147","7.51","2.25","0.11","2.78","98.88","51.05","31.86","27.34","52.88","28.87","49.66"
"Beau Bennett","13-14","PIT","R","21","255.2","2","3","5","4","1.18","0.94","8.54","2.01","242","181","61","57.21","7.17","8","11","-3","42.11","-11.47","7.82","7.69","0.13","50.42","-3.97","--","3","3","42","9.87","1.57","0.37","8.7","96.16","61.65","24.75","30.73","50.06","29.34","49.99"
"Ben Chiarot","13-14","WPG","D","1","10.78","--","--","--","--","--","--","-0.75","-4.17","8","14","-6","36.36","-20.95","--","3","-3","--","-33.33","0.12","0.56","-0.44","17.65","-44.31","--","--","--","--","--","--","--","--","57.14","71.43","18.81","24.14","49.59","27.15","53.41"
"Ben Eager","13-14","EDM","L","7","50.3","--","1","1","1","1.19","1.19","0.8","0.95","36","45","-9","44.44","-2.1","1","--","1","100","67.86","1.34","0.94","0.4","58.77","14.93","1","1","--","11","13.12","0.24","0.29","--","105.56","45.45","14.86","24.51","41.56","27.01","47.99"
"Ben Hanowski","13-14","CGY","L","11","78.1","--","2","2","--","1.54","--","0.96","0.74","59","72","-13","45.04","-2.09","3","5","-2","37.5","-17.67","1.84","2.75","-0.91","40.09","-10.22","1","1","--","13","9.99","0.58","0.45","--","95.51","68.29","14.63","25.39","43.69","27.3","50.98"
"Ben Lovejoy","13-14","ANA","D","78","1253.15","5","8","13","11","0.62","0.53","17.45","0.84","1072","1164","-92","47.94","-2.31","47","34","13","58.02","-1.79","45.49","45.01","0.48","50.27","-1.27","16","9","-7","192","9.19","2.85","0.14","5.56","102.19","48.26","34.61","27.84","49.42","29.62","50.5"
"Benn Ferriero","13-14","VAN","R","2","8.72","--","--","--","--","--","--","-0.45","-3.1","2","11","-9","15.38","-25.98","--","--","--","--","--","0.03","0.35","-0.32","7.89","-32.2","--","--","--","--","--","--","--","--","--","66.67","8.45","23.06","48.38","28.04","48.03"
"Benoit Pouliot","13-14","NYR","L","80","893.35","7","19","26","13","1.75","0.87","35.45","2.38","860","705","155","54.95","3.17","37","26","11","58.73","8.23","37.25","29.6","7.65","55.72","4.55","15","15","--","180","12.09","10.81","0.73","6.14","101.06","57.97","23.5","29.64","50.57","28.81","49.74"
"Ben Smith","13-14","CHI","R","75","809.35","12","9","21","18","1.56","1.33","25.79","1.91","671","646","25","50.95","-5.62","32","30","2","51.61","-3.85","27.82","23.4","4.42","54.31","-1.17","1","8","7","135","10.01","9.87","0.73","15.38","99.27","26","22.18","27.99","53.79","28.68","49.87"
"Ben Street","13-14","CGY","C","13","112.53","--","1","1","--","0.53","--","-0.42","-0.22","98","141","-43","41","-6.4","3","5","-2","37.5","-14.88","3.08","6.64","-3.56","31.69","-17.16","2","2","--","27","14.4","0.95","0.51","--","98.92","57.97","18.15","29.14","46.21","28.79","50.98"
"Bill Arnold","13-14","CGY","C","1","13.58","--","--","--","--","--","--","-0.24","-1.06","10","12","-2","45.45","1.7","--","1","-1","--","-33.33","0.16","0.44","-0.28","26.67","-20.51","--","--","--","1","4.42","0.06","0.27","--","80","33.33","27.74","27.15","46.14","27.41","51.86"
"B J..crombeen","13-14","T.B","R","55","469.3","3","5","8","3","1.02","0.38","7.66","0.98","395","422","-27","48.35","-3.19","10","13","-3","43.48","-14.55","12.44","13.94","-1.5","47.16","-3.78","20","18","-2","99","12.66","3.23","0.41","5.26","98.8","48.03","18.13","27.04","50.06","27.95","49.23"
"Blair Jones","13-14","CGY","C","14","136.12","1","--","1","1","0.44","0.44","0.15","0.07","104","134","-30","43.7","3.59","2","2","--","50","8.14","4.28","3.99","0.29","51.75","6.94","5","4","-1","25","11.02","0.99","0.44","8.33","100.7","46.91","19.98","28.96","46.02","28.49","51.05"
"Blake Comeau","13-14","CBJ","L","61","693.82","5","11","16","11","1.38","0.95","22.04","1.91","606","537","69","53.02","4.71","25","27","-2","48.08","-2.25","22.5","20.62","1.88","52.18","0.98","15","12","-3","187","16.17","6.79","0.59","4.81","98.93","45.98","24.35","28.85","48.22","28.65","49.54"
"Blake Wheeler","13-14","WPG","R","82","1150.5","15","26","41","32","2.14","1.67","45.74","2.39","1105","1107","-2","49.95","-0.16","50","44","6","53.19","6.62","47.96","43.1","4.86","52.67","2.48","12","22","10","299","15.59","14.39","0.75","8.88","100.6","53.18","29.64","31.08","50.63","29.58","50.13"
"Bobby Butler","13-14","FLA","R","2","25.95","--","1","1","--","2.31","--","1.98","4.58","28","10","18","73.68","18.51","2","1","1","66.67","33.33","0.76","0.46","0.3","62.3","12.87","--","--","--","9","20.81","0.16","0.37","--","97.48","50","27.28","29.7","50.8","27.53","47.77"
"Bobby Ryan","13-14","OTT","R","70","937.43","14","20","34","27","2.18","1.73","37.8","2.42","964","932","32","50.84","-1.8","48","38","10","55.81","11.25","38.18","41.29","-3.11","48.04","0.12","13","7","-6","271","17.35","12.74","0.82","9.79","102.49","51.46","29.1","31.49","54.34","29.61","49.8"
"Boone Jenner","13-14","CBJ","C","72","928.72","11","10","21","17","1.36","1.1","27.44","1.77","839","834","5","50.15","0.11","32","24","8","57.14","6.1","31.34","30.17","1.17","50.95","-0.28","16","26","10","187","12.08","9.61","0.62","10.19","101.6","48.96","27.64","29.8","49.78","28.97","49.79"
"Boyd Gordon","13-14","EDM","C","74","825.33","4","8","12","9","0.87","0.65","4.61","0.34","590","804","-214","42.32","-2.08","20","34","-14","37.04","-4.71","24.44","30.53","-6.09","44.46","1.08","8","2","-6","120","8.72","5.55","0.4","6.15","97.37","17.99","23.74","28.52","44.82","28.78","50.2"
"Bracken Kearns","13-14","S.J","C","25","288.48","2","2","4","4","0.83","0.83","6.96","1.45","276","244","32","53.08","-0.62","7","10","-3","41.18","-11","10.48","7.45","3.03","58.45","3.69","2","1","-1","50","10.4","2.89","0.6","6.06","96.35","52.6","23.67","28.31","52.05","28.45","49.25"
"Brad Boyes","13-14","FLA","R","78","1058.03","17","14","31","21","1.76","1.19","33.54","1.9","987","943","44","51.14","0.44","47","55","-8","46.08","2.64","43.79","40.19","3.6","52.14","4.71","10","4","-6","252","14.29","14.24","0.81","11.64","97.98","50.17","28.68","30.53","51.32","29.39","49.76"
"Brad Hunt","13-14","EDM","D","3","34.75","--","--","--","--","--","--","-1.27","-2.19","16","36","-20","30.77","-11.85","--","3","-3","--","-53.85","0.57","1.45","-0.88","28.22","-18.62","--","--","--","2","3.45","0.02","0.03","--","80","37.5","24.56","27.14","44.23","27.51","50.65"
"Brad Malone","13-14","COL","C","32","214.15","3","2","5","3","1.4","0.84","0.9","0.25","136","195","-59","41.09","-4.77","5","9","-4","35.71","-19.43","4.3","7.04","-2.74","37.92","-8.6","5","3","-2","32","8.97","0.93","0.26","18.75","98.22","66.89","13.65","25.37","45.54","26.83","49.82"
"Brad Marchand","13-14","BOS","C","82","1098.42","17","23","40","34","2.18","1.86","60.44","3.3","1185","797","388","59.79","8.17","55","28","27","66.27","7.15","46.14","32.34","13.8","58.79","5.98","29","20","-9","214","11.69","11.99","0.65","13.18","102.7","55.33","27.51","30.07","53","29.6","49.58"
"Brad Mills","13-14","CHI","C","3","26.38","--","--","--","--","--","--","0.2","0.45","23","20","3","53.49","-2.47","1","2","-1","33.33","-22.92","0.74","0.52","0.22","58.73","-1.41","--","--","--","6","13.65","0.13","0.3","--","92.95","60","19.1","27.76","52.53","27.33","50.21"
"Brad Richards","13-14","NYR","C","82","1147.17","15","15","30","27","1.57","1.41","44.84","2.35","1234","1046","188","54.12","2.45","42","43","-1","49.41","-3.53","51.23","46.93","4.3","52.19","0.62","5","5","--","310","16.21","12.13","0.63","8.98","98.31","66.34","29.38","30.46","50.88","29.44","49.9"
"Brad Richardson","13-14","VAN","R","73","901.4","7","10","17","16","1.13","1.07","16.8","1.12","788","864","-76","47.7","-4.97","32","35","-3","47.76","-3.89","29.14","32.49","-3.35","47.28","-4.46","12","14","2","155","10.32","7.88","0.52","9.72","100.4","32.34","25.92","29.07","51.36","28.42","49.72"
