"player","position","season","Team","GP","TOI_all","TOI_EV","TOI_PP","TOI_SH","EV_GAR","PP_GAR","SH_GAR","Pens_GAR","GAR","WAR"
"ANDRE.BURAKOVSKY","F","20162017","WSH",64,848.3,750.1,93.4,0.3,2.8,-0.8,0,0.1,2,0.4
"ANDREI.MARKOV","D","20162017","MTL",62,1353.9,1065.8,158.8,102.9,8.2,-0.8,-0.6,1.9,8.8,1.7
"ANDREJ.NESTRASIL","F","20162017","CAR",19,207.1,193.1,9.9,0,0.6,-0.2,0,-0.1,0.3,0.1
"ANDREJ.SEKERA","D","20162017","EDM",80,1714.8,1352.6,174.5,156.7,3.4,0.2,-0.4,1.6,4.7,0.9
"ANDREJ.SUSTR","D","20162017","T.B",80,1407.1,1228.2,4.3,165.3,1.1,0,0.6,-1.4,0.3,0
"ANDREW.COGLIANO","F","20162017","ANA",82,1241.3,1075.6,6.2,145.4,-2,-0.1,-1.9,0.4,-3.6,-0.7
"ANDREW.COPP","F","20162017","WPG",64,790,671,9.1,91.9,6.6,-0.2,0.7,-0.6,6.5,1.3
"ANDREW.DESJARDINS","F","20162017","CHI",46,432.5,399.6,0.2,30,-2.5,0,0.1,0.3,-2.1,-0.4
"ANDREW.LADD","F","20162017","NYI",78,1261.2,1013.2,157.4,64.3,-1.5,-2.5,0.6,-1.6,-5,-1
"ANDREW.MACDONALD","D","20162017","PHI",73,1467.9,1235,6.9,206.4,-0.1,0,-0.1,1.1,0.9,0.2
"ANDREW.SHAW","F","20162017","MTL",68,1030.4,868.5,137.9,6.8,6.1,-0.2,0.1,0.4,6.3,1.2
"ANDY.ANDREOFF","F","20162017","L.A",36,381.4,367.2,2.8,6.1,-2.9,0,0,-0.9,-3.7,-0.7
"ANDY.GREENE","D","20162017","N.J",66,1448.3,1134.6,79,210.7,-0.4,1.3,2.1,1.9,4.9,0.9
"ANTHONY.BEAUVILLIER","F","20162017","NYI",66,859.4,819.9,32.3,3.1,2.8,-0.2,0,0.5,3,0.6
"ANTHONY.BITETTO","D","20162017","NSH",29,342.3,327.7,5.7,7.9,-0.7,-0.1,0,-1.2,-1.9,-0.4
"ANTHONY.DUCLAIR","F","20162017","ARI",58,765.5,688.3,72.9,0,3.9,-0.5,0,0.5,3.9,0.7
"ANTHONY.MANTHA","F","20162017","DET",60,948.3,823.9,112.9,0.2,9.8,-1.9,0,0.6,8.5,1.6
"ANTOINE.ROUSSEL","F","20162017","DAL",60,931.2,729.8,66.8,116.2,7.2,-0.2,0.3,0.4,7.7,1.5
"ANTOINE.VERMETTE","F","20162017","ANA",72,1136.5,919.9,133.8,65.5,1.4,2.1,-1,-0.3,2.2,0.4
"ANTON.BLIDH","F","20162017","BOS",19,166.8,157.4,0.5,5,-0.4,0,0,0.3,-0.1,0
"ANTON.LANDER","F","20162017","EDM",22,215.1,169.9,1.9,40.4,1.9,0,0,-0.9,1.1,0.2
"ANTON.LINDHOLM","D","20162017","COL",12,177,161.7,0,14.1,-1.2,0,0.1,0.1,-1,-0.2
"ANTON.SLEPYSHEV","F","20162017","EDM",41,455.7,448.7,3.7,0.5,-1.3,0,0,0.3,-1,-0.2
"ANTON.STRALMAN","D","20162017","T.B",73,1671.7,1315.8,120.4,190.3,2.8,-1.4,1.7,1.8,4.9,0.9
"ANZE.KOPITAR","F","20162017","L.A",76,1578.2,1175,225,141.9,5.3,-0.1,-0.8,2.2,6.6,1.3
"ARTEM.ANISIMOV","F","20162017","CHI",64,1142.1,915,144.9,51.1,5.1,1.3,-0.7,-1.3,4.5,0.9
"ARTEMI.PANARIN","F","20162017","CHI",82,1596.6,1294.3,250.8,2.3,5.9,2.2,0,3.4,11.4,2.2
"ARTTURI.LEHKONEN","F","20162017","MTL",73,1008.8,902.4,65,31.2,4.8,1.2,0.3,1,7.3,1.4
"AUSTIN.CZARNIK","F","20162017","BOS",49,635.7,492.2,83.5,54.1,0,-0.5,1.3,1.5,2.3,0.4
"AUSTIN.WATSON","F","20162017","NSH",77,946.7,789.1,9.8,129.6,2.9,-0.2,0.5,-0.9,2.4,0.5
"AUSTON.MATTHEWS","F","20162017","TOR",82,1445.5,1207.2,201.6,0.9,4.1,3,0,3.5,10.6,2
"BEAU.BENNETT","F","20162017","N.J",65,881.3,763,108.6,1.1,2.3,-2.1,0,0.3,0.5,0.1
"BEN.CHIAROT","D","20162017","WPG",59,903.9,774.7,1.1,114.7,2.5,0,0.4,-0.7,2.2,0.4
"BEN.HARPUR","D","20162017","OTT",6,106.8,100.4,2.6,1.7,1.2,0,0,0.3,1.5,0.3
"BEN.HUTTON","D","20162017","VAN",71,1455.2,1243.2,144.9,38.1,-5.9,1.7,0,0.5,-3.7,-0.7
"BEN.LOVEJOY","D","20162017","N.J",82,1703.4,1408.8,6.5,266.6,-2,-0.1,2.8,-0.8,-0.1,0
"BENOIT.POULIOT","F","20162017","EDM",67,941.6,784.2,57.6,89.1,-4.4,-1,2,0,-3.3,-0.6
"BEN.SMITH","F","20162017","TOR",36,415.3,332.9,0.4,78.5,-0.4,0,-1.8,0.7,-1.5,-0.3
"BLAKE.COLEMAN","F","20162017","N.J",23,295.5,268.7,1.4,24,-1.1,0,-0.7,-1.1,-2.9,-0.6
"BLAKE.COMEAU","F","20162017","COL",77,1153,931.3,47.5,141,2.3,-0.2,-0.8,0.6,1.9,0.4
"BLAKE.PIETILA","F","20162017","N.J",10,130.4,116.8,0.3,12.3,0.3,0,0,0.1,0.4,0.1
"BLAKE.WHEELER","F","20162017","WPG",82,1649.2,1232.1,234.4,108.5,10,1.7,-0.4,-0.1,11.3,2.2
"BOBBY.RYAN","F","20162017","OTT",62,948.5,795.6,148.1,1.6,4.5,0.3,0,1.9,6.7,1.3
"BO.HORVAT","F","20162017","VAN",81,1460.7,1111.7,154.5,147,5.6,1.2,-4.4,1.5,3.9,0.8
"BOONE.JENNER","F","20162017","CBJ",82,1317,1121.8,91,68,2,-1.2,-0.2,0.6,1.2,0.2
"BOYD.GORDON","F","20162017","PHI",13,106.3,84.4,0,19.8,-1.7,0,-0.9,-0.1,-2.7,-0.5
"BRAD.HUNT","D","20162017","STL",9,122.4,114.2,7,0.1,1.7,0.4,0,0,2.1,0.4
"BRAD.MARCHAND","F","20162017","BOS",80,1554.9,1135.8,206.9,147.8,12.7,6.9,1.5,-0.3,20.8,4
"BRAD.RICHARDSON","F","20162017","ARI",16,245.6,205.7,3,31.6,0.5,0,0.4,-0.3,0.6,0.1
"BRADY.AUSTIN","D","20162017","BUF",5,80.4,77.4,0,3,0.1,0,0,-0.3,-0.2,0
"BRADY.SKJEI","D","20162017","NYR",80,1395.8,1237.2,110.2,22.9,11,1.8,0.5,-0.1,13.1,2.5
"BRANDON.CARLO","D","20162017","BOS",82,1706.7,1456.6,8.4,210.6,5.1,0.1,3.3,-1.7,6.9,1.3
"BRANDON.DAVIDSON","D","20162017","EDM",28,431.1,393.9,0.4,30.9,1.2,0,-0.2,0,0.9,0.2
"BRANDON.DAVIDSON","D","20162017","MTL",10,166.3,162.9,1.2,2.1,1.3,0,0,-0.1,1.2,0.2
"BRANDON.DUBINSKY","F","20162017","CBJ",80,1419.9,1141.9,112.8,135.9,4.8,-0.1,-0.3,0,4.4,0.8
"BRANDON.MANNING","D","20162017","PHI",65,1173.6,1044.5,10.6,105.4,-4,0.1,1.2,0.6,-2.1,-0.4
"BRANDON.MONTOUR","D","20162017","ANA",27,469.3,409.4,50.8,7.5,0.7,-1.3,0,1,0.4,0.1
"BRANDON.PIRRI","F","20162017","NYR",60,736.4,571.4,151.4,0.5,-0.7,0.6,0,-0.2,-0.3,-0.1
"BRANDON.SAAD","F","20162017","CBJ",82,1396.4,1198.6,128.8,39.7,13.1,-0.1,-0.8,1.7,13.9,2.7
"BRANDON.SUTTER","F","20162017","VAN",81,1523,1124.3,206.7,151.2,0.8,0.2,1.7,2.3,5,1
"BRANDON.TANEV","F","20162017","WPG",51,544.5,450.9,0.6,82.9,-2.3,0,-1.2,1.7,-1.8,-0.4
"BRAYDEN.MCNABB","D","20162017","L.A",49,738.2,705.7,3.5,27.8,0,0,0.9,-0.3,0.6,0.1
"BRAYDEN.POINT","F","20162017","T.B",68,1165,959,168.2,16.9,8.3,3,-0.1,1.1,12.3,2.4
"BRAYDEN.SCHENN","F","20162017","PHI",79,1405.7,1085.5,285.9,0.9,1.5,3.1,0,1.9,6.5,1.3
"BRAYDON.COBURN","D","20162017","T.B",80,1338.9,1163.8,4,160.4,1.2,0,2.4,-1,2.6,0.5
"BRENDAN.GALLAGHER","F","20162017","MTL",64,966,819.2,130.4,1.7,1.1,1.3,0,0.9,3.3,0.6
"BRENDAN.GAUNCE","F","20162017","VAN",57,540.7,505.9,3.9,27.1,-1.6,0,-0.1,-0.6,-2.4,-0.5
"BRENDAN.PERLINI","F","20162017","ARI",57,845.8,734.5,97.6,2.2,0,-0.5,0,-0.2,-0.7,-0.1
"BRENDAN.SMITH","D","20162017","DET",33,618.4,499.3,43.4,63.4,-1,0.1,0.2,1.1,0.4,0.1
"BRENDAN.SMITH","D","20162017","NYR",18,362.7,321.4,0.8,31.6,1.4,0,0.5,-1.2,0.7,0.1
"BRENDEN.DILLON","D","20162017","S.J",80,1320.1,1241.1,6.4,65.1,-3.5,-0.1,-2,-0.3,-5.9,-1.1
"BRENT.BURNS","D","20162017","S.J",81,2013.5,1529.6,285.6,139.5,10,1.2,1.8,0.7,13.7,2.6
"BRENT.SEABROOK","D","20162017","CHI",79,1729.5,1324.9,203.3,146.5,1.5,1.7,1.8,1,6,1.1
"BRETT.CONNOLLY","F","20162017","WSH",66,705.5,670.8,29.7,1.1,7.5,0.5,0,-1.4,6.6,1.3
"BRETT.KULAK","D","20162017","CGY",21,299.1,290.4,6,2.2,-2.1,-0.1,0,-0.6,-2.8,-0.5
"BRETT.PESCE","D","20162017","CAR",82,1738.5,1476.2,47.9,172.6,16.9,1.2,0.2,2.6,21,4
"BRETT.RITCHIE","F","20162017","DAL",78,1003.1,872.6,121.5,0.5,5.6,-0.8,0,-0.3,4.5,0.9
"BRIAN.BOYLE","F","20162017","T.B",54,739.7,583.6,84.2,57.3,9.3,0.9,-1.3,0,8.9,1.7
"BRIAN.BOYLE","F","20162017","TOR",21,237.8,208.2,1,23.6,-0.6,0,-0.8,0.2,-1.2,-0.2
"BRIAN.CAMPBELL","D","20162017","CHI",80,1474.5,1321,126.7,9.2,2.2,0.1,0,1.5,3.8,0.7
"BRIAN.DUMOULIN","D","20162017","PIT",70,1438.2,1258.1,36.5,128.1,-2.8,0.8,1.6,1.5,1.1,0.2
"BRIAN.FLYNN","F","20162017","MTL",51,615.2,528.3,2.4,73.6,6,0,-0.7,0.5,5.8,1.1
"BRIAN.GIONTA","F","20162017","BUF",82,1361.6,1068.3,125.6,150.4,-0.6,0.8,-1.8,-0.5,-2.1,-0.4
"BRIAN.LASHOFF","D","20162017","DET",5,62.6,60.7,0,1.6,-0.5,0,0,0,-0.5,-0.1
"BRIAN.STRAIT","D","20162017","WPG",5,79.7,76.4,1,1.4,-0.7,0,0,0,-0.6,-0.1
"BROCK.BOESER","F","20162017","VAN",9,145.9,127,15.9,0,0.9,0.2,0,0.1,1.2,0.2
"BROCK.MCGINN","F","20162017","CAR",57,683.5,617.9,2.9,42.8,-3.1,0,0.7,2.6,0.2,0
"BROCK.NELSON","F","20162017","NYI",81,1267.5,1048.9,146,46.9,2.6,1.3,0.6,2.3,6.8,1.3
"BROOKS.ORPIK","D","20162017","WSH",79,1402.6,1196.4,1.6,188.4,6.5,0,2.8,0.1,9.4,1.8
"BRYAN.BICKELL","F","20162017","CAR",11,114.8,99.3,14.5,0,-0.4,0.9,0,-0.3,0.2,0
"BRYAN.LITTLE","F","20162017","WPG",59,1035.9,801.8,128.7,66.8,4.6,1.8,0.5,0.1,7,1.4
"BRYAN.RUST","F","20162017","PIT",57,777.3,717.6,11.9,41.7,1.5,-0.1,-0.6,3,3.8,0.7
"CAL.CLUTTERBUCK","F","20162017","NYI",66,922.8,745.1,27.3,135,3.5,0.5,-0.3,0.7,4.4,0.8
"CALLE.JARNKROK","F","20162017","NSH",81,1267.5,1030.4,66.2,140.5,8.3,0.5,-0.7,1.5,9.6,1.8
"CAL.O'REILLY","F","20162017","BUF",11,87.2,77.2,9.8,0,-1.2,0,0,0.2,-0.9,-0.2
"CALVIN.DE HAAN","D","20162017","NYI",82,1615.4,1407,49.2,151.2,12.2,-0.2,0.7,0.8,13.5,2.6
"CAM.ATKINSON","F","20162017","CBJ",82,1482.9,1097.8,204.9,126.6,0.7,2.1,-1.1,-0.1,1.7,0.3
"CAMERON.GAUNCE","D","20162017","PIT",12,150.2,137.8,0,12.4,1.1,0,0.2,-0.1,1.2,0.2
"CAM.FOWLER","D","20162017","ANA",80,1987.8,1479.6,245.5,217.3,7.1,2.3,-1.6,1.8,9.6,1.8
"CARL.GUNNARSSON","D","20162017","STL",56,761.3,711.1,0.3,44.1,-2.7,0,1.2,1.8,0.4,0.1
"CARL.HAGELIN","F","20162017","PIT",61,943.7,791.6,6.1,136.3,4.1,-0.1,2.4,1.5,7.9,1.5
"CARL.SODERBERG","F","20162017","COL",80,1066.4,917.1,78.1,53.3,0.1,0.4,0.7,1.1,2.3,0.4
"CARTER.ROWNEY","F","20162017","PIT",27,296.2,266.5,0.1,28.4,1.1,0,0.9,-0.3,1.7,0.3
"CASEY.CIZIKAS","F","20162017","NYI",59,820.5,674.1,7.1,123.8,2.9,0,-0.2,0,2.8,0.5
"CASEY.NELSON","D","20162017","BUF",11,138.6,135.9,1.9,0.6,-1,0,0,-0.2,-1.3,-0.2
"CEDRIC.PAQUETTE","F","20162017","T.B",58,668.3,569.1,4.3,84.6,-0.5,0,-0.2,0.5,-0.2,0
"CHAD.RUHWEDEL","D","20162017","PIT",34,581.2,517.2,32.1,38.4,0.3,1.7,0.3,0.1,2.4,0.5
"CHARLIE.COYLE","F","20162017","MIN",82,1368.3,1134,172.3,28.9,7.2,-0.6,-0.7,2.2,8.2,1.6
"CHRIS.KELLY","F","20162017","OTT",82,976.4,792.6,1.6,171.3,-7.7,0,-0.2,-0.7,-8.6,-1.6
"CHRIS.KREIDER","F","20162017","NYR",75,1275.3,1048.6,191.2,0.6,8.2,1.1,0,-0.1,9.3,1.8
"CHRIS.KUNITZ","F","20162017","PIT",71,1101.5,927.9,111.6,51.8,-2.9,-0.5,-0.1,-1.2,-4.8,-0.9
"CHRIS.NEIL","F","20162017","OTT",53,401.3,395.3,1.3,0.2,-2.6,0,0,-0.8,-3.3,-0.6
"CHRIS.STEWART","F","20162017","MIN",79,820.7,804,13.1,0.2,-2.4,0,0,0.1,-2.3,-0.5
"CHRIS.TANEV","D","20162017","VAN",53,1078.1,886.4,23.7,151.4,6.5,-0.3,1,1.1,8.2,1.6
"CHRIS.TERRY","F","20162017","MTL",14,138.4,131.9,3,3.3,0.2,0,0,0.1,0.3,0.1
"CHRIS.THORBURN","F","20162017","WPG",64,446.5,399.8,1.6,37.5,-0.9,0,0.2,-1.5,-2.1,-0.4
"CHRISTIAN.DVORAK","F","20162017","ARI",78,1218.1,1024.7,110.7,65.5,3.7,-1.9,-0.8,1.7,2.6,0.5
"CHRISTIAN.FISCHER","F","20162017","ARI",7,86.3,83.5,0,1.6,0.4,0,0,0,0.5,0.1
"CHRISTIAN.FOLIN","D","20162017","MIN",51,761.7,706.5,1.9,48.4,-0.6,0,-0.1,-0.2,-0.9,-0.2
"CHRIS.TIERNEY","F","20162017","S.J",79,1153.8,972.3,22,141.6,3.3,0,-0.1,3.1,6.4,1.2
"CHRIS.VANDEVELDE","F","20162017","PHI",81,935.1,716.7,4.5,201.8,-1.2,0,2,0.9,1.7,0.3
"CHRIS.WAGNER","F","20162017","ANA",43,402.4,338.2,3,60.2,-0.2,0,0.6,0.7,1.2,0.2
"CHRIS.WIDEMAN","D","20162017","OTT",76,1060.9,934.3,114.7,5.4,1.7,0.2,0.1,0.1,2.1,0.4
"CLAUDE.GIROUX","F","20162017","PHI",82,1567,1207.7,296.6,20.5,0.2,2.9,0.3,1.4,4.9,0.9
"CLAYTON.STONER","D","20162017","ANA",14,245.7,211.4,0.8,31,-0.4,0,0.7,0.2,0.5,0.1
"CODY.BASS","F","20162017","NSH",9,60.9,56.3,0,4.6,-0.9,0,0,-0.2,-1.1,-0.2
"CODY.CECI","D","20162017","OTT",79,1833.2,1495.4,71.8,235.9,-0.5,-0.3,1.9,1.6,2.7,0.5
"CODY.EAKIN","F","20162017","DAL",60,1008.4,816.3,64.5,101.7,-4.6,-1.3,-0.4,-0.1,-6.4,-1.2
"CODY.FRANSON","D","20162017","BUF",68,1256.8,1093.7,98.5,57.2,4.3,0,0,-0.9,3.4,0.7
"CODY.GOLOUBEF","D","20162017","COL",33,560.7,476.2,0.6,55.4,-1.5,0,0.7,-0.7,-1.5,-0.3
"CODY.MCLEOD","F","20162017","COL",28,164.6,163.5,0.1,0,-1.5,0,0,-0.6,-2.1,-0.4
"CODY.MCLEOD","F","20162017","NSH",31,253.9,250.5,4.7,1,-0.4,-0.1,0,-0.9,-1.3,-0.3
"COLIN.MILLER","D","20162017","BOS",61,964.8,829.8,96.3,15.4,5.6,-1.9,0.1,-0.2,3.7,0.7
"COLIN.WILSON","F","20162017","NSH",70,1046.1,889.1,135,1.2,10,1.1,0,0.1,11.2,2.2
"COLTON.PARAYKO","D","20162017","STL",81,1709,1380.5,141,170.9,7.5,0.5,0.2,1.7,9.9,1.9
"COLTON.SCEVIOUR","F","20162017","FLA",80,1170.6,924.8,64.7,159.1,-0.2,1.3,2.1,0.8,4,0.8
"COLTON.SISSONS","F","20162017","NSH",58,645.2,582.6,4,50.5,-0.3,0,0.2,0.5,0.4,0.1
"CONNOR.BROWN","F","20162017","TOR",82,1328.9,1041.8,99.9,162.1,-0.5,1.2,2,1.6,4.3,0.8
"CONNOR.CARRICK","D","20162017","TOR",67,1094.6,1027.1,37.6,16.6,9.2,-0.3,-0.6,-0.2,8.1,1.6
"CONNOR.MCDAVID","F","20162017","EDM",82,1728.4,1360.6,245.8,64.5,17.7,4.4,0.3,8.6,31.1,6
"CONNOR.MURPHY","D","20162017","ARI",77,1476.7,1299.7,21,141.5,6,-0.6,-1.5,1.1,5,1
"CONOR.SHEARY","F","20162017","PIT",61,971.5,855.2,109,0.7,9.5,-0.3,0,1.3,10.6,2
"COREY.PERRY","F","20162017","ANA",82,1452.7,1178.2,232.7,2.2,3.3,2.7,0,-0.7,5.2,1
"CORY.CONACHER","F","20162017","T.B",11,127.2,105.4,20.3,0,0.1,0.1,0,0.4,0.6,0.1
"CRAIG.SMITH","F","20162017","NSH",78,1071.9,980.4,87,1.3,4.1,-1.4,0,0.5,3.1,0.6
"CURTIS.LAZAR","F","20162017","OTT",33,290.9,277.6,2,9.2,-2.2,0,0.1,1.3,-0.8,-0.1
"CURTIS.MCKENZIE","F","20162017","DAL",53,575.1,519.3,2.4,52.2,0.9,0,0.2,1.1,2.2,0.4
"DALE.WEISE","F","20162017","PHI",64,824.5,754.6,61.2,0.5,4.8,-0.5,0,-0.2,4.1,0.8
"DALTON.PROUT","D","20162017","CBJ",15,195.9,173,0,22.1,2.3,0,-1.2,-0.6,0.5,0.1
"DALTON.PROUT","D","20162017","N.J",14,209.1,203.3,0.4,3.7,1.5,0,0.1,-1.1,0.4,0.1
"DAMON.SEVERSON","D","20162017","N.J",80,1628.2,1396.6,180.7,23.7,-7.2,2.4,-0.7,-0.4,-5.9,-1.1
"DAN.GIRARDI","D","20162017","NYR",63,1203.5,1043.5,2.6,139.9,-4.4,0,-1.1,1.6,-3.8,-0.7
"DAN.HAMHUIS","D","20162017","DAL",79,1529.5,1228,117.6,158.3,1.5,-1.2,2.2,1.1,3.6,0.7
"DANIEL.CARR","F","20162017","MTL",33,338.4,329.1,7,0.2,3.8,-0.1,0,0.5,4.2,0.8
"DANIEL.SEDIN","F","20162017","VAN",82,1507.5,1216.4,234.6,9.9,0.7,-0.5,-0.1,-0.9,-0.8,-0.2
"DANIEL.WINNIK","F","20162017","WSH",72,924,732.9,3.3,181.1,3,0,2.2,1.3,6.6,1.3
"DANNY.DEKEYSER","D","20162017","DET",82,1798.5,1507.5,45.8,215.3,2.7,-1.3,0.3,1,2.6,0.5
"DANTON.HEINEN","F","20162017","BOS",8,105.9,90.2,14.2,0.7,-1.7,-0.4,0,-0.1,-2.2,-0.4
"DARNELL.NURSE","D","20162017","EDM",44,748.8,675.7,4.3,51.1,-0.6,0,-1.5,-0.3,-2.4,-0.5
"DARREN.HELM","F","20162017","DET",50,768.5,630.4,39.7,82.4,2.1,0.9,-1.4,1.5,3.2,0.6
"DAVID.BACKES","F","20162017","BOS",74,1265.6,1020.8,152.3,38.8,9.4,-1.6,-0.3,-0.1,7.4,1.4
"DAVID.DESHARNAIS","F","20162017","EDM",18,204.2,197.8,5.6,0.2,0.7,0,0,-0.3,0.4,0.1
"DAVID.DESHARNAIS","F","20162017","MTL",31,406,361.1,42.4,0.1,-1,-0.1,0,0.5,-0.6,-0.1
"DAVID.KREJCI","F","20162017","BOS",82,1497.4,1205.2,203.3,38.8,4.5,-1.8,0.6,0.2,3.5,0.7
"DAVID.PASTRNAK","F","20162017","BOS",75,1347.7,1106.5,194.8,1.1,9.5,6.1,0,4,19.6,3.8
"DAVID.PERRON","F","20162017","STL",82,1418.4,1132.6,171.1,92.1,5.9,1.7,0.1,-0.2,7.4,1.4
"DAVID.SAVARD","D","20162017","CBJ",74,1615.7,1382.6,16.4,180.6,14.5,-0.3,0.2,-0.9,13.5,2.6
"DAVID.SCHLEMKO","D","20162017","S.J",61,1024.1,887.3,92.2,27.6,2.3,0.7,0.3,1,4.4,0.8
"DAVID.WARSOFSKY","D","20162017","PIT",7,110.2,97.1,6.4,5.7,-1.1,0.1,-0.2,-0.5,-1.6,-0.3
"DENIS.MALGIN","F","20162017","FLA",47,527.8,472.7,50.3,0.3,-0.9,1.2,0,2.3,2.6,0.5
"DENNIS.RASMUSSEN","F","20162017","CHI",68,804.2,670.7,2.8,116.2,2.1,0,1.2,1.3,4.6,0.9
"DENNIS.SEIDENBERG","D","20162017","NYI",73,1418.1,1257.5,10.8,131.9,10.7,-0.2,0.9,-0.2,11.3,2.2
"DENNIS.WIDEMAN","D","20162017","CGY",57,1153.1,947.7,58.6,121.2,-1.6,0.8,0.1,0.2,-0.5,-0.1
"DEREK.DORSETT","F","20162017","VAN",14,139.1,132.4,0.2,5,1,0,0.1,0.4,1.5,0.3
"DEREK.FORBORT","D","20162017","L.A",82,1638.1,1439.5,12.4,178.3,-2.1,0,0.6,1.4,-0.1,0
