"player","position","season","Team","GP","TOI","TOI_GP","TOI_perc","OZS","NZS","DZS","OZS_perc","NZS_perc","DZS_perc","ZS_rate"
"ANDREAS.LILJA","D","20102011","ANA",52,717.77,13.8,28.45,174,263,171,28.62,43.26,28.12,50.43
"ANDREAS.NODL","F","20102011","PHI",67,818.67,12.22,25.53,229,331,278,27.33,39.5,33.17,45.17
"ANDRE.BENOIT","D","20102011","OTT",8,115.52,14.44,31.29,37,50,44,28.24,38.17,33.59,45.68
"ANDREI.KOSTITSYN","F","20102011","MTL",81,1090.62,13.46,28.22,310,383,285,31.7,39.16,29.14,52.1
"ANDREI.LOKTIONOV","F","20102011","L.A",19,230.88,12.15,24.59,63,82,57,31.19,40.59,28.22,52.5
"ANDREI.MARKOV","D","20102011","MTL",7,117.5,16.79,37,43,33,32,39.81,30.56,29.63,57.33
"ANDREJ.MESZAROS","D","20102011","PHI",81,1324.52,16.35,34.36,336,526,412,26.37,41.29,32.34,44.92
"ANDREJ.SEKERA","D","20102011","BUF",76,1287.93,16.95,34.62,361,429,306,32.94,39.14,27.92,54.12
"ANDREW.ALBERTS","D","20102011","VAN",42,554.52,13.2,27.75,106,185,153,23.87,41.67,34.46,40.93
"ANDREW.BRUNETTE","F","20102011","MIN",82,1098.42,13.4,27.67,332,408,314,31.5,38.71,29.79,51.39
"ANDREW.COGLIANO","F","20102011","EDM",82,1099.83,13.41,28.13,273,426,294,27.49,42.9,29.61,48.15
"ANDREW.DESJARDINS","F","20102011","S.J",17,115.8,6.81,13.69,34,43,23,34,43,23,59.65
"ANDREW.EBBETT","F","20102011","ARI",33,297.23,9.01,18.32,92,76,76,37.7,31.15,31.15,54.76
"ANDREW.FERENCE","D","20102011","BOS",70,1099.17,15.7,31.83,343,392,331,32.18,36.77,31.05,50.89
"ANDREW.GORDON","F","20102011","WSH",9,71.4,7.93,16.65,12,32,18,19.35,51.61,29.03,40
"ANDREW.HUTCHINSON","D","20102011","PIT",5,64.02,12.8,29.32,11,21,13,24.44,46.67,28.89,45.83
"ANDREW.LADD","F","20102011","ATL",81,1198.02,14.79,29.84,363,401,366,32.12,35.49,32.39,49.79
"ANDREW.MACDONALD","D","20102011","NYI",60,1062.35,17.71,36.25,276,396,347,27.09,38.86,34.05,44.3
"ANDREW.MURRAY","F","20102011","CBJ",29,287.75,9.92,20.45,59,114,93,22.18,42.86,34.96,38.82
"ANDREY.ZUBAREV","D","20102011","ATL",4,72.2,18.05,35.87,33,15,13,54.1,24.59,21.31,71.74
"ANDY.GREENE","D","20102011","N.J",82,1506.12,18.37,37.02,432,473,362,34.1,37.33,28.57,54.41
"ANDY.MCDONALD","F","20102011","STL",58,891.8,15.38,31.3,247,333,229,30.53,41.16,28.31,51.89
"ANDY.SUTTON","D","20102011","ANA",39,476.73,12.22,24.82,120,148,102,32.43,40,27.57,54.05
"ANSSI.SALMELA","D","20102011","N.J",48,790.13,16.46,32.64,216,221,167,35.76,36.59,27.65,56.4
"ANTHONY.STEWART","F","20102011","ATL",80,1042.03,13.03,26.3,309,391,254,32.39,40.99,26.62,54.88
"ANTOINE.VERMETTE","F","20102011","CBJ",82,1158.23,14.12,29.2,386,429,320,34.01,37.8,28.19,54.67
"ANTON.BABCHUK","D","20102011","CAR",16,231.45,14.47,31.68,80,95,60,34.04,40.43,25.53,57.14
"ANTON.BABCHUK","D","20102011","CGY",65,819.05,12.6,25.73,263,254,152,39.31,37.97,22.72,63.37
"ANTON.STRALMAN","D","20102011","CBJ",51,828.73,16.25,33.73,234,297,204,31.84,40.41,27.76,53.42
"ANTON.VOLCHENKOV","D","20102011","N.J",57,890.6,15.62,31.4,219,247,201,32.83,37.03,30.13,52.14
"ANTTI.MIETTINEN","F","20102011","MIN",73,931.35,12.76,26.27,291,359,270,31.63,39.02,29.35,51.87
"ANZE.KOPITAR","F","20102011","L.A",75,1162.88,15.51,31.94,312,381,289,31.77,38.8,29.43,51.91
"ARRON.ASHAM","F","20102011","PIT",44,418.35,9.51,19.91,124,143,89,34.83,40.17,25,58.22
"ARTEM.ANISIMOV","F","20102011","NYR",82,1064.4,12.98,26.82,297,382,309,30.06,38.66,31.28,49.01
"BARRET.JACKMAN","D","20102011","STL",60,1068.37,17.81,36.35,227,341,300,26.15,39.29,34.56,43.07
"BEN.EAGER","F","20102011","ATL",34,404.2,11.89,24.38,84,148,111,24.49,43.15,32.36,43.08
"BEN.EAGER","F","20102011","S.J",34,303.68,8.93,17.57,92,100,67,35.52,38.61,25.87,57.86
"BEN.LOVEJOY","D","20102011","PIT",47,657.43,13.99,29.21,176,210,153,32.65,38.96,28.39,53.5
"BEN.MAXWELL","F","20102011","ATL",12,130.88,10.91,21.86,46,37,27,41.82,33.64,24.55,63.01
"BENN.FERRIERO","F","20102011","S.J",33,396.93,12.03,24.25,87,122,83,29.79,41.78,28.42,51.18
"BENOIT.POULIOT","F","20102011","MTL",79,840.5,10.64,22.28,246,273,233,32.71,36.3,30.98,51.36
"BEN.SMITH","F","20102011","CHI",6,79.57,13.26,25.71,22,22,13,38.6,38.6,22.81,62.86
"BILL.THOMAS","F","20102011","FLA",24,197.02,8.21,16.87,53,45,56,34.42,29.22,36.36,48.62
"B.J..CROMBEEN","F","20102011","STL",80,872.62,10.91,22.34,211,301,220,28.83,41.12,30.05,48.96
"BLAIR.BETTS","F","20102011","PHI",75,502.02,6.69,14.12,84,226,225,15.7,42.24,42.06,27.18
"BLAIR.JONES","F","20102011","T.B",18,143.52,7.97,16.56,44,51,22,37.61,43.59,18.8,66.67
"BLAKE.COMEAU","F","20102011","NYI",77,1048.48,13.62,28.27,226,325,297,26.65,38.33,35.02,43.21
"BLAKE.GEOFFRION","F","20102011","NSH",20,162.55,8.13,16.14,49,39,35,39.84,31.71,28.46,58.33
"BLAKE.WHEELER","F","20102011","ATL",23,348.3,15.14,30.42,121,116,92,36.78,35.26,27.96,56.81
"BLAKE.WHEELER","F","20102011","BOS",58,733.82,12.65,25.81,227,267,206,32.43,38.14,29.43,52.42
"BOBBY.BUTLER","F","20102011","OTT",36,468.37,13.01,26.61,119,164,124,29.24,40.29,30.47,48.97
"BOBBY.RYAN","F","20102011","ANA",82,1334.07,16.27,33.43,320,483,287,29.36,44.31,26.33,52.72
"BOYD.GORDON","F","20102011","WSH",60,634.13,10.57,21.51,181,208,279,27.1,31.14,41.77,39.35
"BRAD.BOYES","F","20102011","BUF",21,298.5,14.21,28.13,82,91,66,34.31,38.08,27.62,55.41
"BRAD.BOYES","F","20102011","STL",62,877.52,14.15,29.26,255,262,237,33.82,34.75,31.43,51.83
"BRAD.LUKOWICH","D","20102011","DAL",5,51.25,10.25,19.9,20,18,11,40.82,36.73,22.45,64.52
"BRAD.MARCHAND","F","20102011","BOS",77,906.4,11.77,24.01,241,361,237,28.72,43.03,28.25,50.42
"BRAD.RICHARDS","F","20102011","DAL",72,1124.03,15.61,32.54,364,346,325,35.17,33.43,31.4,52.83
"BRAD.RICHARDSON","F","20102011","L.A",68,725.02,10.66,21.94,200,228,174,33.22,37.87,28.9,53.48
"BRAD.STAUBITZ","F","20102011","MIN",71,457.03,6.44,13.37,74,160,124,20.67,44.69,34.64,37.37
"BRAD.STUART","D","20102011","DET",67,1149.22,17.15,35.53,313,449,353,28.07,40.27,31.66,47
"BRAD.WINCHESTER","F","20102011","ANA",19,176.33,9.28,19.35,43,72,44,27.04,45.28,27.67,49.43
"BRAD.WINCHESTER","F","20102011","STL",57,525.68,9.22,19.08,131,180,133,29.5,40.54,29.95,49.62
"BRANDON.DUBINSKY","F","20102011","NYR",77,1110.17,14.42,29.96,308,359,346,30.4,35.44,34.16,47.09
"BRANDON.MASHINTER","F","20102011","S.J",13,79.92,6.15,12.67,18,29,12,30.51,49.15,20.34,60
"BRANDON.MCMILLAN","F","20102011","ANA",60,693.32,11.56,23.59,173,231,155,30.95,41.32,27.73,52.74
"BRANDON.PRUST","F","20102011","NYR",82,952.15,11.61,24,210,375,290,24,42.86,33.14,42
"BRANDON.SEGAL","F","20102011","DAL",46,365.55,7.95,16.55,100,105,98,33,34.65,32.34,50.51
"BRANDON.SUTTER","F","20102011","CAR",82,1100.6,13.42,28.23,285,466,374,25.33,41.42,33.24,43.25
"BRANDON.YIP","F","20102011","COL",71,801.73,11.29,23.38,193,255,202,29.69,39.23,31.08,48.86
"BRAYDEN.SCHENN","F","20102011","L.A",8,76.23,9.53,20.71,21,26,14,34.43,42.62,22.95,60
"BRAYDON.COBURN","D","20102011","PHI",82,1469.07,17.92,37.64,436,575,436,30.13,39.74,30.13,50
"BRENDAN.MIKKELSON","D","20102011","ANA",5,73.22,14.64,32.02,15,25,25,23.08,38.46,38.46,37.5
"BRENDAN.MIKKELSON","D","20102011","CGY",19,230.8,12.15,26.33,61,85,50,31.12,43.37,25.51,54.95
"BRENDAN.MORRISON","F","20102011","CGY",66,806.5,12.22,25.36,230,301,231,30.18,39.5,30.31,49.89
"BRENDEN.MORROW","F","20102011","DAL",82,1166.8,14.23,29.65,327,406,278,32.34,40.16,27.5,54.05
"BRENT.BURNS","D","20102011","MIN",80,1513.85,18.92,39.25,385,560,500,26.64,38.75,34.6,43.5
"BRENT.SEABROOK","D","20102011","CHI",82,1531.08,18.67,37.66,539,579,504,33.23,35.7,31.07,51.68
"BRENT.SOPEL","D","20102011","ATL",59,750.52,12.72,25.79,194,224,203,31.24,36.07,32.69,48.87
"BRENT.SOPEL","D","20102011","MTL",12,156.92,13.08,27.74,45,44,52,31.91,31.21,36.88,46.39
"BRETT.CARSON","D","20102011","CAR",13,127.05,9.77,20.13,22,42,26,24.44,46.67,28.89,45.83
"BRETT.CARSON","D","20102011","CGY",6,72.92,12.15,24.88,22,33,19,29.73,44.59,25.68,53.66
"BRETT.CLARK","D","20102011","T.B",82,1186.68,14.47,30.21,334,479,376,28.09,40.29,31.62,47.04
"BRETT.LEBDA","D","20102011","TOR",41,456.2,11.13,23.03,127,128,97,36.08,36.36,27.56,56.7
"BRETT.MACLEAN","F","20102011","ARI",13,91.08,7.01,14.23,31,30,21,37.8,36.59,25.61,59.62
"BRETT.STERLING","F","20102011","PIT",7,74.85,10.69,22.47,19,31,22,26.39,43.06,30.56,46.34
"BRIAN.BOYLE","F","20102011","NYR",82,1051.13,12.82,26.49,231,394,355,23.57,40.2,36.22,39.42
"BRIAN.CAMPBELL","D","20102011","CHI",65,1225.9,18.86,38.03,360,420,239,35.33,41.22,23.45,60.1
"BRIAN.FAHEY","D","20102011","WSH",7,77.15,11.02,23.64,27,29,15,38.03,40.85,21.13,64.29
"BRIAN.GIONTA","F","20102011","MTL",82,1185.03,14.45,30.26,344,449,334,30.52,39.84,29.64,50.74
"BRIAN.LEE","D","20102011","OTT",50,749.95,15,30.69,177,286,188,27.19,43.93,28.88,48.49
"BRIAN.RAFALSKI","D","20102011","DET",63,1033.38,16.4,33.45,319,337,266,34.6,36.55,28.85,54.53
"BRIAN.ROLSTON","F","20102011","N.J",65,857.02,13.18,26.27,232,271,231,31.61,36.92,31.47,50.11
"BRIAN.SUTHERBY","F","20102011","DAL",51,339.25,6.65,13.93,78,131,84,26.62,44.71,28.67,48.15
"BROOKS.LAICH","F","20102011","WSH",81,1033.83,12.76,26.15,357,374,328,33.71,35.32,30.97,52.12
"BROOKS.ORPIK","D","20102011","PIT",63,1058.57,16.8,35.46,275,422,285,28,42.97,29.02,49.11
"BRUNO.GERVAIS","D","20102011","NYI",53,739.58,13.95,28.44,185,232,236,28.33,35.53,36.14,43.94
"BRYAN.ALLEN","D","20102011","CAR",19,258.97,13.63,28.47,73,78,88,30.54,32.64,36.82,45.34
"BRYAN.ALLEN","D","20102011","FLA",53,883.97,16.68,34.32,218,280,265,28.57,36.7,34.73,45.13
"BRYAN.BICKELL","F","20102011","CHI",78,997.13,12.78,25.64,231,381,286,25.72,42.43,31.85,44.68
"BRYAN.LITTLE","F","20102011","ATL",76,1063.58,13.99,28.35,344,398,292,33.27,38.49,28.24,54.09
"BRYAN.MCCABE","D","20102011","FLA",48,760.98,15.85,33.2,222,251,194,33.28,37.63,29.09,53.37
"BRYAN.MCCABE","D","20102011","NYR",19,221.3,11.65,23.32,65,45,47,41.4,28.66,29.94,58.04
"CAL.CLUTTERBUCK","F","20102011","MIN",76,919.67,12.1,25.02,202,341,305,23.82,40.21,35.97,39.84
"CAL.O'REILLY","F","20102011","NSH",38,538.73,14.18,29.24,151,156,161,32.26,33.33,34.4,48.4
"CAM.BARKER","D","20102011","MIN",52,731.45,14.07,28.98,212,207,204,34.03,33.23,32.74,50.96
"CAMERON.GAUNCE","D","20102011","COL",11,122.1,11.1,22.5,16,31,41,18.18,35.23,46.59,28.07
"CAM.FOWLER","D","20102011","ANA",76,1366.08,17.97,36.81,362,482,330,30.83,41.06,28.11,52.31
"CAM.JANSSEN","F","20102011","STL",54,261.73,4.85,9.88,88,88,31,42.51,42.51,14.98,73.95
"CARL.GUNNARSSON","D","20102011","TOR",68,961.23,14.14,29.64,248,275,285,30.69,34.03,35.27,46.53
"CARLO.COLAIACOVO","D","20102011","STL",65,969.63,14.92,30.42,313,323,219,36.61,37.78,25.61,58.83
"CASEY.WELLMAN","F","20102011","MIN",15,143.22,9.55,19.3,29,42,43,25.44,36.84,37.72,40.28
"CHAD.LAROSE","F","20102011","CAR",82,1128.85,13.77,28.96,308,427,321,29.17,40.44,30.4,48.97
"CHRIS.BUTLER","D","20102011","BUF",49,775.15,15.82,31.71,215,270,209,30.98,38.9,30.12,50.71
"CHRIS.CAMPOLI","D","20102011","CHI",19,327.27,17.22,33.78,99,108,79,34.62,37.76,27.62,55.62
"CHRIS.CAMPOLI","D","20102011","OTT",58,911.88,15.72,32.39,229,295,221,30.74,39.6,29.66,50.89
"CHRIS.CLARK","F","20102011","CBJ",53,620.85,11.71,24.37,132,243,200,22.96,42.26,34.78,39.76
"CHRIS.CONNER","F","20102011","PIT",60,671.23,11.19,23.02,198,229,152,34.2,39.55,26.25,56.57
"CHRIS.DRURY","F","20102011","NYR",24,231.62,9.65,19.17,63,61,128,25,24.21,50.79,32.98
"CHRIS.HIGGINS","F","20102011","FLA",48,615.45,12.82,26.56,136,208,203,24.86,38.03,37.11,40.12
"CHRIS.HIGGINS","F","20102011","VAN",14,174.82,12.49,26.5,60,52,37,40.27,34.9,24.83,61.86
"CHRIS.KELLY","F","20102011","BOS",24,300.62,12.53,25.14,72,106,102,25.71,37.86,36.43,41.38
"CHRIS.KELLY","F","20102011","OTT",57,711.3,12.48,25.63,191,244,197,30.22,38.61,31.17,49.23
"CHRIS.KUNITZ","F","20102011","PIT",66,876.65,13.28,28.18,226,360,227,27.8,44.28,27.92,49.89
"CHRIS.MUELLER","F","20102011","NSH",15,127,8.47,17.29,35,25,61,28.93,20.66,50.41,36.46
"CHRIS.NEIL","F","20102011","OTT",80,971.9,12.15,24.92,274,310,266,32.24,36.47,31.29,50.74
"CHRIS.PHILLIPS","D","20102011","OTT",82,1440.78,17.57,36.07,380,531,394,29.12,40.69,30.19,49.1
"CHRIS.PORTER","F","20102011","STL",45,446.05,9.91,19.95,118,155,105,31.22,41.01,27.78,52.91
"CHRIS.PRONGER","D","20102011","PHI",50,766.87,15.34,32.9,247,298,245,31.27,37.72,31.01,50.2
"CHRIS.STEWART","F","20102011","COL",36,494.05,13.72,29.12,165,207,130,32.87,41.24,25.9,55.93
"CHRIS.STEWART","F","20102011","STL",26,384.92,14.8,29.31,108,116,105,32.83,35.26,31.91,50.7
"CHRIS.TANEV","D","20102011","VAN",29,379.97,13.1,27.23,81,137,111,24.62,41.64,33.74,42.19
"CHRIS.THORBURN","F","20102011","ATL",82,933.1,11.38,22.94,245,358,283,27.65,40.41,31.94,46.4
"CHRISTIAN.EHRHOFF","D","20102011","VAN",79,1407.73,17.82,37.24,570,441,366,41.39,32.03,26.58,60.9
"CHRIS.VANDEVELDE","F","20102011","EDM",12,168.27,14.02,29.31,45,44,45,33.58,32.84,33.58,50
"CHUCK.KOBASEW","F","20102011","MIN",63,694.65,11.03,22.96,131,214,215,23.39,38.21,38.39,37.86
"CLARKE.MACARTHUR","F","20102011","TOR",82,1140.03,13.9,28.96,312,462,323,28.44,42.11,29.44,49.13
"CLAUDE.GIROUX","F","20102011","PHI",82,1133.08,13.82,29.03,340,407,345,31.14,37.27,31.59,49.64
"CLAYTON.STONER","D","20102011","MIN",57,835.08,14.65,30.19,177,286,300,23.2,37.48,39.32,37.11
"CLAY.WILSON","D","20102011","FLA",15,178.2,11.88,23.69,58,50,42,38.67,33.33,28,58
"CODY.ALMOND","F","20102011","MIN",8,55.22,6.9,14.46,8,19,19,17.39,41.3,41.3,29.63
"CODY.FRANSON","D","20102011","NSH",80,1046.85,13.09,26.56,296,270,292,34.5,31.47,34.03,50.34
"CODY.HODGSON","F","20102011","VAN",8,55.68,6.96,14.45,13,19,21,24.53,35.85,39.62,38.24
"CODY.MCCORMICK","F","20102011","BUF",81,855.62,10.56,21.6,248,263,228,33.56,35.59,30.85,52.1
"CODY.MCLEOD","F","20102011","COL",71,640.8,9.03,18.68,132,201,148,27.44,41.79,30.77,47.14
"COLBY.ARMSTRONG","F","20102011","TOR",50,670.77,13.42,27.83,163,227,191,28.06,39.07,32.87,46.05
"COLIN.FRASER","F","20102011","EDM",67,497.03,7.42,15.6,132,148,156,30.28,33.94,35.78,45.83
"COLIN.GREENING","F","20102011","OTT",24,325.03,13.54,27.43,84,109,96,29.07,37.72,33.22,46.67
"COLIN.WHITE","F","20102011","N.J",69,1083.52,15.7,31.88,286,391,299,29.3,40.06,30.64,48.89
"COLIN.WILSON","F","20102011","NSH",82,942.48,11.49,23.34,283,297,266,33.45,35.11,31.44,51.55
"COLTON.GILLIES","F","20102011","MIN",7,67.67,9.67,21.16,8,22,16,17.39,47.83,34.78,33.33
"COLTON.ORR","F","20102011","TOR",46,230.63,5.01,10.38,47,71,59,26.55,40.11,33.33,44.34
"COREY.PERRY","F","20102011","ANA",82,1369.42,16.7,34.32,322,480,364,27.62,41.17,31.22,46.94
"CORY.SARICH","D","20102011","CGY",76,1194.33,15.71,32.53,323,441,333,29.44,40.2,30.36,49.24
"CORY.STILLMAN","F","20102011","CAR",21,310.17,14.77,30.75,102,98,114,32.48,31.21,36.31,47.22
"CORY.STILLMAN","F","20102011","FLA",44,558.15,12.69,26.15,147,203,168,28.38,39.19,32.43,46.67
"CRAIG.ADAMS","F","20102011","PIT",80,715.43,8.94,18.68,202,212,194,33.22,34.87,31.91,51.01
"CRAIG.CONROY","F","20102011","CGY",18,124,6.89,15.1,45,51,43,32.37,36.69,30.94,51.14
"CRAIG.RIVET","D","20102011","BUF",23,271.62,11.81,24.87,88,79,58,39.11,35.11,25.78,60.27
"CRAIG.RIVET","D","20102011","CBJ",14,186.7,13.34,26.6,49,56,49,31.82,36.36,31.82,50
"CURTIS.GLENCROSS","F","20102011","CGY",79,978.85,12.39,25.76,273,358,257,30.74,40.32,28.94,51.51
"DAINIUS.ZUBRUS","F","20102011","N.J",79,1083.07,13.71,27.76,300,331,271,33.26,36.7,30.04,52.54
"DALE.WEISE","F","20102011","NYR",10,63.88,6.39,12.82,22,17,15,40.74,31.48,27.78,59.46
"DANA.TYRELL","F","20102011","T.B",78,795.43,10.2,21.24,184,347,223,24.4,46.02,29.58,45.21
"DAN.BOYLE","D","20102011","S.J",76,1462.25,19.24,39.01,428,491,420,31.96,36.67,31.37,50.47
"DAN.CARCILLO","F","20102011","PHI",57,435.17,7.63,15.88,91,191,132,21.98,46.14,31.88,40.81
"DAN.GIRARDI","D","20102011","NYR",80,1496.35,18.7,38.75,425,582,484,28.5,39.03,32.46,46.75
"DAN.HAMHUIS","D","20102011","VAN",64,1129.4,17.65,36.8,340,417,328,31.34,38.43,30.23,50.9
"DANIEL.ALFREDSSON","F","20102011","OTT",54,747.05,13.83,28.27,217,295,192,30.82,41.9,27.27,53.06
"DANIEL.BRIERE","F","20102011","PHI",77,1146.08,14.88,31.18,343,402,304,32.7,38.32,28.98,53.01
"DANIEL.CLEARY","F","20102011","DET",68,928.92,13.66,28.34,277,353,271,30.74,39.18,30.08,50.55
"DANIEL.PAILLE","F","20102011","BOS",43,429.17,9.98,19.95,81,149,105,24.18,44.48,31.34,43.55
"DANIEL.SEDIN","F","20102011","VAN",82,1186.05,14.46,30.22,560,393,194,48.82,34.26,16.91,74.27
"DANIEL.WINNIK","F","20102011","COL",80,1056.12,13.2,27.23,251,341,343,26.84,36.47,36.68,42.26
"DANNY.SYVRET","D","20102011","ANA",6,87.53,14.59,31.37,30,28,19,38.96,36.36,24.68,61.22
"DANNY.SYVRET","D","20102011","PHI",4,51.25,12.81,27.26,15,11,10,41.67,30.56,27.78,60
"DAN.SEXTON","F","20102011","ANA",47,521.98,11.11,22.47,135,182,113,31.4,42.33,26.28,54.44
"DANY.HEATLEY","F","20102011","S.J",80,1207.8,15.1,30.61,312,387,299,31.26,38.78,29.96,51.06
"DARCY.HORDICHUK","F","20102011","FLA",64,323.05,5.05,10.29,99,94,82,36,34.18,29.82,54.7
"DARREN.HELM","F","20102011","DET",82,830.07,10.12,20.84,253,260,255,32.94,33.85,33.2,49.8
"DARROLL.POWE","F","20102011","PHI",81,715.88,8.84,18.53,153,318,253,21.13,43.92,34.94,37.68
"DARRYL.BOYCE","F","20102011","TOR",46,488.12,10.61,21.9,129,203,165,25.96,40.85,33.2,43.88
"DAVE.BOLLAND","F","20102011","CHI",61,805.88,13.21,26.74,175,332,340,20.66,39.2,40.14,33.98
"DAVID.BACKES","F","20102011","STL",82,1209.92,14.76,30.15,340,440,350,30.09,38.94,30.97,49.28
"DAVID.BOOTH","F","20102011","FLA",82,1271.22,15.5,31.57,351,428,356,30.93,37.71,31.37,49.65
"DAVID.CLARKSON","F","20102011","N.J",82,965.97,11.78,23.74,215,308,222,28.86,41.34,29.8,49.2
"DAVID.DESHARNAIS","F","20102011","MTL",43,431.8,10.04,20.72,117,160,131,28.68,39.22,32.11,47.18
"DAVID.HALE","D","20102011","OTT",25,372.48,14.9,30.22,100,114,88,33.11,37.75,29.14,53.19
"DAVID.JONES","F","20102011","COL",77,1040.7,13.52,27.83,328,437,322,30.17,40.2,29.62,50.46
"DAVID.KOCI","F","20102011","COL",35,142.43,4.07,8.26,24,38,28,26.67,42.22,31.11,46.15
"DAVID.KREJCI","F","20102011","BOS",75,1098.22,14.64,29.62,319,371,295,32.39,37.66,29.95,51.95
"DAVID.LEGWAND","F","20102011","NSH",64,950.6,14.85,30.19,234,329,318,26.56,37.34,36.1,42.39
"DAVID.MOSS","F","20102011","CGY",58,606.13,10.45,21.54,194,246,166,32.01,40.59,27.39,53.89
"DAVID.PERRON","F","20102011","STL",10,133.97,13.4,28.86,35,35,40,31.82,31.82,36.36,46.67
"DAVID.SCHLEMKO","D","20102011","ARI",43,594.13,13.82,28.24,150,183,164,30.18,36.82,33,47.77
"DAVID.STECKEL","F","20102011","N.J",18,197.88,10.99,20.87,37,62,43,26.06,43.66,30.28,46.25
"DAVID.STECKEL","F","20102011","WSH",57,548.37,9.62,20.24,169,208,244,27.21,33.49,39.29,40.92
"DAVIS.DREWISKE","D","20102011","L.A",38,468.03,12.32,25.44,141,166,134,31.97,37.64,30.39,51.27
"DAYMOND.LANGKOW","F","20102011","CGY",4,52.42,13.11,26.89,15,16,13,34.09,36.36,29.55,53.57
"DENNIS.SEIDENBERG","D","20102011","BOS",81,1528.48,18.87,38.33,375,535,420,28.2,40.23,31.58,47.17
